ActivityHour,TotalIntensity,AverageIntensity
2/24/2023 10:00:00 PM,17,0.283333
2/24/2023 11:00:00 PM,11,0.183333
2/25/2023 12:00:00 AM,7,0.116667
2/25/2023 1:00:00 AM,16,0.266667
2/25/2023 2:00:00 AM,7,0.116667
2/25/2023 3:00:00 AM,8,0.133333
2/25/2023 4:00:00 AM,0,0
2/25/2023 5:00:00 AM,3,0.05
2/25/2023 6:00:00 AM,0,0
2/25/2023 7:00:00 AM,0,0
2/25/2023 8:00:00 AM,1,0.016667
2/25/2023 9:00:00 AM,0,0
2/25/2023 10:00:00 AM,7,0.116667
2/25/2023 11:00:00 AM,130,2.166667
2/25/2023 12:00:00 PM,99,1.65
2/25/2023 1:00:00 PM,77,1.283333
2/25/2023 2:00:00 PM,61,1.016667
2/25/2023 3:00:00 PM,21,0.35
2/25/2023 4:00:00 PM,2,0.033333
2/25/2023 5:00:00 PM,3,0.05
2/25/2023 6:00:00 PM,19,0.316667
2/25/2023 7:00:00 PM,91,1.516667
2/25/2023 8:00:00 PM,4,0.066667
2/25/2023 9:00:00 PM,16,0.266667
2/25/2023 10:00:00 PM,72,1.2
2/25/2023 11:00:00 PM,5,0.083333
2/26/2023 12:00:00 AM,9,0.15
2/26/2023 1:00:00 AM,8,0.133333
2/26/2023 2:00:00 AM,1,0.016667
2/26/2023 3:00:00 AM,0,0
2/26/2023 4:00:00 AM,0,0
2/26/2023 5:00:00 AM,0,0
2/26/2023 6:00:00 AM,0,0
2/26/2023 7:00:00 AM,3,0.05
2/26/2023 8:00:00 AM,41,0.683333
2/26/2023 9:00:00 AM,118,1.966667
2/26/2023 10:00:00 AM,7,0.116667
2/26/2023 11:00:00 AM,128,2.133333
2/26/2023 12:00:00 PM,48,0.8
2/26/2023 1:00:00 PM,16,0.266667
2/26/2023 2:00:00 PM,3,0.05
2/26/2023 3:00:00 PM,0,0
2/26/2023 4:00:00 PM,0,0
2/26/2023 5:00:00 PM,59,0.983333
2/26/2023 6:00:00 PM,17,0.283333
2/26/2023 7:00:00 PM,68,1.133333
2/26/2023 8:00:00 PM,38,0.633333
2/26/2023 9:00:00 PM,50,0.833333
2/26/2023 10:00:00 PM,7,0.116667
2/26/2023 11:00:00 PM,6,0.1
2/27/2023 12:00:00 AM,1,0.016667
2/27/2023 1:00:00 AM,9,0.15
2/27/2023 2:00:00 AM,1,0.016667
2/27/2023 3:00:00 AM,0,0
2/27/2023 4:00:00 AM,1,0.016667
2/27/2023 5:00:00 AM,3,0.05
2/27/2023 6:00:00 AM,0,0
2/27/2023 7:00:00 AM,2,0.033333
2/27/2023 8:00:00 AM,0,0
2/27/2023 9:00:00 AM,0,0
2/27/2023 10:00:00 AM,84,1.4
2/27/2023 11:00:00 AM,94,1.566667
2/27/2023 12:00:00 PM,116,1.933333
2/27/2023 1:00:00 PM,34,0.566667
2/27/2023 2:00:00 PM,52,0.866667
2/27/2023 3:00:00 PM,48,0.8
2/27/2023 4:00:00 PM,81,1.35
2/27/2023 5:00:00 PM,10,0.166667
2/27/2023 6:00:00 PM,3,0.05
2/27/2023 7:00:00 PM,72,1.2
2/27/2023 8:00:00 PM,17,0.283333
2/27/2023 9:00:00 PM,36,0.6
2/27/2023 10:00:00 PM,55,0.916667
2/27/2023 11:00:00 PM,27,0.45
2/28/2023 12:00:00 AM,0,0
2/28/2023 1:00:00 AM,0,0
2/28/2023 2:00:00 AM,3,0.05
2/28/2023 3:00:00 AM,1,0.016667
2/28/2023 4:00:00 AM,0,0
2/28/2023 5:00:00 AM,12,0.2
2/28/2023 6:00:00 AM,75,1.25
2/28/2023 7:00:00 AM,44,0.733333
2/28/2023 8:00:00 AM,59,0.983333
2/28/2023 9:00:00 AM,5,0.083333
2/28/2023 10:00:00 AM,13,0.216667
2/28/2023 11:00:00 AM,6,0.1
2/28/2023 12:00:00 PM,12,0.2
2/28/2023 1:00:00 PM,81,1.35
2/28/2023 2:00:00 PM,56,0.933333
2/28/2023 3:00:00 PM,42,0.7
2/28/2023 4:00:00 PM,56,0.933333
2/28/2023 5:00:00 PM,5,0.083333
2/28/2023 6:00:00 PM,0,0
2/28/2023 7:00:00 PM,27,0.45
2/28/2023 8:00:00 PM,78,1.3
2/28/2023 9:00:00 PM,58,0.966667
2/28/2023 10:00:00 PM,0,0
2/28/2023 11:00:00 PM,0,0
3/1/2023 12:00:00 AM,4,0.066667
3/1/2023 1:00:00 AM,0,0
3/1/2023 2:00:00 AM,1,0.016667
3/1/2023 3:00:00 AM,0,0
3/1/2023 4:00:00 AM,0,0
3/1/2023 5:00:00 AM,5,0.083333
3/1/2023 6:00:00 AM,64,1.066667
3/1/2023 7:00:00 AM,27,0.45
3/1/2023 8:00:00 AM,47,0.783333
3/1/2023 9:00:00 AM,12,0.2
3/1/2023 10:00:00 AM,32,0.533333
3/1/2023 11:00:00 AM,22,0.366667
3/1/2023 12:00:00 PM,8,0.133333
3/1/2023 1:00:00 PM,33,0.55
3/1/2023 2:00:00 PM,101,1.683333
3/1/2023 3:00:00 PM,63,1.05
3/1/2023 4:00:00 PM,59,0.983333
3/1/2023 5:00:00 PM,107,1.783333
3/1/2023 6:00:00 PM,86,1.433333
3/1/2023 7:00:00 PM,115,1.916667
3/1/2023 8:00:00 PM,54,0.9
3/1/2023 9:00:00 PM,19,0.316667
3/1/2023 10:00:00 PM,0,0
3/1/2023 11:00:00 PM,0,0
3/2/2023 12:00:00 AM,0,0
3/2/2023 1:00:00 AM,0,0
3/2/2023 2:00:00 AM,0,0
3/2/2023 3:00:00 AM,0,0
3/2/2023 4:00:00 AM,0,0
3/2/2023 5:00:00 AM,0,0
3/2/2023 6:00:00 AM,81,1.35
3/2/2023 7:00:00 AM,109,1.816667
3/2/2023 8:00:00 AM,62,1.033333
3/2/2023 9:00:00 AM,28,0.466667
3/2/2023 10:00:00 AM,6,0.1
3/2/2023 11:00:00 AM,24,0.4
3/2/2023 12:00:00 PM,2,0.033333
3/2/2023 1:00:00 PM,19,0.316667
3/2/2023 2:00:00 PM,51,0.85
3/2/2023 3:00:00 PM,23,0.383333
3/2/2023 4:00:00 PM,12,0.2
3/2/2023 5:00:00 PM,48,0.8
3/2/2023 6:00:00 PM,155,2.583333
3/2/2023 7:00:00 PM,22,0.366667
3/2/2023 8:00:00 PM,48,0.8
3/2/2023 9:00:00 PM,0,0
3/2/2023 10:00:00 PM,7,0.116667
3/2/2023 11:00:00 PM,22,0.366667
3/3/2023 12:00:00 AM,35,0.583333
3/3/2023 1:00:00 AM,0,0
3/3/2023 2:00:00 AM,77,1.283333
3/3/2023 3:00:00 AM,12,0.2
3/3/2023 4:00:00 AM,8,0.133333
3/3/2023 5:00:00 AM,38,0.633333
3/3/2023 6:00:00 AM,86,1.433333
3/3/2023 7:00:00 AM,63,1.05
3/3/2023 8:00:00 AM,119,1.983333
3/3/2023 9:00:00 AM,18,0.3
3/3/2023 10:00:00 AM,31,0.516667
3/3/2023 11:00:00 AM,12,0.2
3/3/2023 12:00:00 PM,118,1.966667
3/3/2023 1:00:00 PM,4,0.066667
3/3/2023 2:00:00 PM,144,2.4
3/3/2023 3:00:00 PM,58,0.966667
3/3/2023 4:00:00 PM,54,0.9
3/3/2023 5:00:00 PM,104,1.733333
3/3/2023 6:00:00 PM,82,1.366667
3/3/2023 7:00:00 PM,47,0.783333
3/3/2023 8:00:00 PM,1,0.016667
3/3/2023 9:00:00 PM,0,0
3/3/2023 10:00:00 PM,7,0.116667
3/3/2023 11:00:00 PM,1,0.016667
3/4/2023 12:00:00 AM,0,0
3/4/2023 1:00:00 AM,3,0.05
3/4/2023 2:00:00 AM,0,0
3/4/2023 3:00:00 AM,2,0.033333
3/4/2023 4:00:00 AM,0,0
3/4/2023 5:00:00 AM,9,0.15
3/4/2023 6:00:00 AM,92,1.533333
3/4/2023 7:00:00 AM,141,2.35
3/4/2023 8:00:00 AM,88,1.466667
3/4/2023 9:00:00 AM,8,0.133333
3/4/2023 10:00:00 AM,33,0.55
3/4/2023 11:00:00 AM,21,0.35
3/4/2023 12:00:00 PM,52,0.866667
3/4/2023 1:00:00 PM,58,0.966667
3/4/2023 2:00:00 PM,13,0.216667
3/4/2023 3:00:00 PM,14,0.233333
3/4/2023 4:00:00 PM,0,0
3/4/2023 5:00:00 PM,0,0
3/4/2023 6:00:00 PM,4,0.066667
3/4/2023 7:00:00 PM,58,0.966667
3/4/2023 8:00:00 PM,103,1.716667
3/4/2023 9:00:00 PM,16,0.266667
3/4/2023 10:00:00 PM,9,0.15
3/4/2023 11:00:00 PM,8,0.133333
3/5/2023 12:00:00 AM,5,0.083333
3/5/2023 1:00:00 AM,3,0.05
3/5/2023 2:00:00 AM,12,0.2
3/5/2023 3:00:00 AM,0,0
3/5/2023 4:00:00 AM,0,0
3/5/2023 5:00:00 AM,0,0
3/5/2023 6:00:00 AM,19,0.316667
3/5/2023 7:00:00 AM,82,1.366667
3/5/2023 8:00:00 AM,87,1.45
3/5/2023 9:00:00 AM,51,0.85
3/5/2023 10:00:00 AM,4,0.066667
3/5/2023 11:00:00 AM,63,1.05
3/5/2023 12:00:00 PM,15,0.25
3/5/2023 1:00:00 PM,57,0.95
3/5/2023 2:00:00 PM,19,0.316667
3/5/2023 3:00:00 PM,0,0
3/5/2023 4:00:00 PM,0,0
3/5/2023 5:00:00 PM,10,0.166667
3/5/2023 6:00:00 PM,68,1.133333
3/5/2023 7:00:00 PM,27,0.45
3/5/2023 8:00:00 PM,15,0.25
3/5/2023 9:00:00 PM,30,0.5
3/5/2023 10:00:00 PM,1,0.016667
3/5/2023 11:00:00 PM,0,0
3/6/2023 12:00:00 AM,2,0.033333
3/6/2023 1:00:00 AM,3,0.05
3/6/2023 2:00:00 AM,0,0
3/6/2023 3:00:00 AM,0,0
3/6/2023 4:00:00 AM,0,0
3/6/2023 5:00:00 AM,0,0
3/6/2023 6:00:00 AM,0,0
3/6/2023 7:00:00 AM,13,0.216667
3/6/2023 8:00:00 AM,2,0.033333
3/6/2023 9:00:00 AM,0,0
3/6/2023 10:00:00 AM,0,0
3/6/2023 11:00:00 AM,50,0.833333
3/6/2023 12:00:00 PM,98,1.633333
3/6/2023 1:00:00 PM,25,0.416667
3/6/2023 2:00:00 PM,5,0.083333
3/6/2023 3:00:00 PM,0,0
3/6/2023 4:00:00 PM,5,0.083333
3/6/2023 5:00:00 PM,6,0.1
3/6/2023 6:00:00 PM,17,0.283333
3/6/2023 7:00:00 PM,12,0.2
3/6/2023 8:00:00 PM,8,0.133333
3/6/2023 9:00:00 PM,13,0.216667
3/6/2023 10:00:00 PM,3,0.05
3/6/2023 11:00:00 PM,17,0.283333
3/7/2023 12:00:00 AM,14,0.233333
3/7/2023 1:00:00 AM,0,0
3/7/2023 2:00:00 AM,0,0
3/7/2023 3:00:00 AM,2,0.033333
3/7/2023 4:00:00 AM,0,0
3/7/2023 5:00:00 AM,16,0.266667
3/7/2023 6:00:00 AM,48,0.8
3/7/2023 7:00:00 AM,46,0.766667
3/7/2023 8:00:00 AM,46,0.766667
3/7/2023 9:00:00 AM,36,0.6
3/7/2023 10:00:00 AM,70,1.166667
3/7/2023 11:00:00 AM,4,0.066667
3/7/2023 12:00:00 PM,23,0.383333
3/7/2023 1:00:00 PM,54,0.9
3/7/2023 2:00:00 PM,39,0.65
3/7/2023 3:00:00 PM,53,0.883333
3/7/2023 4:00:00 PM,80,1.333333
3/7/2023 5:00:00 PM,37,0.616667
3/7/2023 6:00:00 PM,58,0.966667
3/7/2023 7:00:00 PM,98,1.633333
3/7/2023 8:00:00 PM,24,0.4
3/7/2023 9:00:00 PM,23,0.383333
3/7/2023 10:00:00 PM,0,0
3/7/2023 11:00:00 PM,0,0
3/8/2023 12:00:00 AM,5,0.083333
3/8/2023 1:00:00 AM,6,0.1
3/8/2023 2:00:00 AM,0,0
3/8/2023 3:00:00 AM,0,0
3/8/2023 4:00:00 AM,0,0
3/8/2023 5:00:00 AM,0,0
3/8/2023 6:00:00 AM,0,0
3/8/2023 7:00:00 AM,0,0
3/8/2023 8:00:00 AM,38,0.633333
3/8/2023 9:00:00 AM,55,0.916667
3/8/2023 10:00:00 AM,98,1.633333
3/8/2023 11:00:00 AM,83,1.383333
3/8/2023 12:00:00 PM,21,0.35
3/8/2023 1:00:00 PM,18,0.3
3/8/2023 2:00:00 PM,30,0.5
3/8/2023 3:00:00 PM,22,0.366667
3/8/2023 4:00:00 PM,20,0.333333
3/8/2023 5:00:00 PM,33,0.55
3/8/2023 6:00:00 PM,70,1.166667
3/8/2023 7:00:00 PM,42,0.7
3/8/2023 8:00:00 PM,14,0.233333
3/8/2023 9:00:00 PM,9,0.15
3/8/2023 10:00:00 PM,28,0.466667
3/8/2023 11:00:00 PM,10,0.166667
3/9/2023 12:00:00 AM,0,0
3/9/2023 1:00:00 AM,0,0
3/9/2023 2:00:00 AM,0,0
3/9/2023 3:00:00 AM,0,0
3/9/2023 4:00:00 AM,0,0
3/9/2023 5:00:00 AM,10,0.166667
3/9/2023 6:00:00 AM,50,0.833333
3/9/2023 7:00:00 AM,11,0.183333
3/9/2023 8:00:00 AM,42,0.7
3/9/2023 9:00:00 AM,7,0.116667
3/9/2023 10:00:00 AM,24,0.4
3/9/2023 11:00:00 AM,66,1.1
3/9/2023 12:00:00 PM,43,0.716667
3/9/2023 1:00:00 PM,39,0.65
3/9/2023 2:00:00 PM,0,0
3/9/2023 3:00:00 PM,1,0.016667
3/9/2023 4:00:00 PM,0,0
3/9/2023 5:00:00 PM,0,0
3/9/2023 6:00:00 PM,10,0.166667
3/9/2023 7:00:00 PM,27,0.45
3/9/2023 8:00:00 PM,14,0.233333
3/9/2023 9:00:00 PM,16,0.266667
3/9/2023 10:00:00 PM,6,0.1
3/9/2023 11:00:00 PM,13,0.216667
3/10/2023 12:00:00 AM,19,0.316667
3/10/2023 1:00:00 AM,0,0
3/10/2023 2:00:00 AM,0,0
3/10/2023 3:00:00 AM,0,0
3/10/2023 4:00:00 AM,0,0
3/10/2023 5:00:00 AM,3,0.05
3/10/2023 6:00:00 AM,48,0.8
3/10/2023 7:00:00 AM,17,0.283333
3/10/2023 8:00:00 AM,69,1.15
3/10/2023 9:00:00 AM,11,0.183333
3/10/2023 10:00:00 AM,11,0.183333
3/10/2023 11:00:00 AM,25,0.416667
3/10/2023 12:00:00 PM,19,0.316667
3/10/2023 1:00:00 PM,91,1.516667
3/10/2023 2:00:00 PM,54,0.9
3/10/2023 3:00:00 PM,45,0.75
3/10/2023 4:00:00 PM,94,1.566667
3/10/2023 5:00:00 PM,59,0.983333
3/10/2023 6:00:00 PM,65,1.083333
3/10/2023 7:00:00 PM,9,0.15
3/10/2023 8:00:00 PM,2,0.033333
3/10/2023 9:00:00 PM,0,0
3/10/2023 10:00:00 PM,1,0.016667
3/10/2023 11:00:00 PM,8,0.133333
3/11/2023 12:00:00 AM,8,0.133333
3/11/2023 1:00:00 AM,0,0
3/11/2023 2:00:00 AM,0,0
3/11/2023 3:00:00 AM,8,0.133333
3/11/2023 4:00:00 AM,12,0.2
3/11/2023 5:00:00 AM,10,0.166667
3/11/2023 6:00:00 AM,40,0.666667
3/11/2023 7:00:00 AM,36,0.6
3/11/2023 8:00:00 AM,32,0.533333
3/11/2023 9:00:00 AM,13,0.216667
3/11/2023 10:00:00 AM,14,0.233333
3/11/2023 11:00:00 AM,27,0.45
3/11/2023 12:00:00 PM,48,0.8
3/11/2023 1:00:00 PM,56,0.933333
3/11/2023 2:00:00 PM,12,0.2
3/11/2023 3:00:00 PM,4,0.066667
3/11/2023 4:00:00 PM,2,0.033333
3/11/2023 5:00:00 PM,30,0.5
3/11/2023 6:00:00 PM,39,0.65
3/11/2023 7:00:00 PM,53,0.883333
3/11/2023 8:00:00 PM,33,0.55
3/11/2023 9:00:00 PM,25,0.416667
3/11/2023 10:00:00 PM,17,0.283333
3/11/2023 11:00:00 PM,61,1.016667
3/12/2023 12:00:00 AM,21,0.35
3/12/2023 1:00:00 AM,40,0.666667
3/12/2023 2:00:00 AM,7,0.116667
3/12/2023 3:00:00 AM,21,0.35
3/12/2023 4:00:00 AM,5,0.083333
3/12/2023 5:00:00 AM,0,0
3/12/2023 6:00:00 AM,0,0
3/12/2023 7:00:00 AM,0,0
3/12/2023 8:00:00 AM,0,0
3/12/2023 9:00:00 AM,16,0.266667
3/12/2023 10:00:00 AM,11,0.183333
3/12/2023 11:00:00 AM,23,0.383333
3/12/2023 12:00:00 PM,23,0.383333
3/12/2023 1:00:00 PM,12,0.2
3/12/2023 2:00:00 PM,0,0
3/12/2023 3:00:00 PM,0,0
3/12/2023 4:00:00 PM,0,0
3/12/2023 5:00:00 PM,5,0.083333
3/12/2023 6:00:00 PM,23,0.383333
3/12/2023 7:00:00 PM,15,0.25
3/12/2023 8:00:00 PM,15,0.25
3/12/2023 9:00:00 PM,66,1.1
3/12/2023 10:00:00 PM,11,0.183333
3/12/2023 11:00:00 PM,1,0.016667
3/13/2023 12:00:00 AM,11,0.183333
3/13/2023 1:00:00 AM,5,0.083333
3/13/2023 2:00:00 AM,17,0.283333
3/13/2023 3:00:00 AM,1,0.016667
3/13/2023 4:00:00 AM,1,0.016667
3/13/2023 5:00:00 AM,0,0
3/13/2023 6:00:00 AM,1,0.016667
3/13/2023 7:00:00 AM,1,0.016667
3/13/2023 8:00:00 AM,0,0
3/13/2023 9:00:00 AM,0,0
3/13/2023 10:00:00 AM,38,0.633333
3/13/2023 11:00:00 AM,63,1.05
3/13/2023 12:00:00 PM,60,1
3/13/2023 1:00:00 PM,9,0.15
3/13/2023 2:00:00 PM,61,1.016667
3/13/2023 3:00:00 PM,23,0.383333
3/13/2023 4:00:00 PM,44,0.733333
3/13/2023 5:00:00 PM,16,0.266667
3/13/2023 6:00:00 PM,3,0.05
3/13/2023 7:00:00 PM,21,0.35
3/13/2023 8:00:00 PM,43,0.716667
3/13/2023 9:00:00 PM,10,0.166667
3/13/2023 10:00:00 PM,22,0.366667
3/13/2023 11:00:00 PM,21,0.35
3/14/2023 12:00:00 AM,2,0.033333
3/14/2023 1:00:00 AM,37,0.616667
3/14/2023 2:00:00 AM,16,0.266667
3/14/2023 3:00:00 AM,78,1.3
3/14/2023 4:00:00 AM,21,0.35
3/14/2023 5:00:00 AM,42,0.7
3/14/2023 6:00:00 AM,69,1.15
3/14/2023 7:00:00 AM,58,0.966667
3/14/2023 8:00:00 AM,38,0.633333
3/14/2023 9:00:00 AM,19,0.316667
3/14/2023 10:00:00 AM,23,0.383333
3/14/2023 11:00:00 AM,38,0.633333
3/14/2023 12:00:00 PM,64,1.066667
3/14/2023 1:00:00 PM,66,1.1
3/14/2023 2:00:00 PM,41,0.683333
3/14/2023 3:00:00 PM,41,0.683333
3/14/2023 4:00:00 PM,0,0
3/14/2023 5:00:00 PM,3,0.05
3/14/2023 6:00:00 PM,0,0
3/14/2023 7:00:00 PM,0,0
3/14/2023 8:00:00 PM,7,0.116667
3/14/2023 9:00:00 PM,34,0.566667
3/14/2023 10:00:00 PM,19,0.316667
3/14/2023 11:00:00 PM,17,0.283333
3/15/2023 12:00:00 AM,6,0.1
3/15/2023 1:00:00 AM,0,0
3/15/2023 2:00:00 AM,0,0
3/15/2023 3:00:00 AM,0,0
3/15/2023 4:00:00 AM,0,0
3/15/2023 5:00:00 AM,16,0.266667
3/15/2023 6:00:00 AM,155,2.583333
3/15/2023 7:00:00 AM,119,1.983333
3/15/2023 8:00:00 AM,42,0.7
3/15/2023 9:00:00 AM,2,0.033333
3/15/2023 10:00:00 AM,27,0.45
3/15/2023 11:00:00 AM,16,0.266667
3/15/2023 12:00:00 PM,80,1.333333
3/15/2023 1:00:00 PM,23,0.383333
3/15/2023 2:00:00 PM,61,1.016667
3/15/2023 3:00:00 PM,4,0.066667
3/15/2023 4:00:00 PM,0,0
3/15/2023 5:00:00 PM,10,0.166667
3/15/2023 6:00:00 PM,3,0.05
3/15/2023 7:00:00 PM,66,1.1
3/15/2023 8:00:00 PM,86,1.433333
3/15/2023 9:00:00 PM,15,0.25
3/15/2023 10:00:00 PM,33,0.55
3/15/2023 11:00:00 PM,9,0.15
3/16/2023 12:00:00 AM,0,0
3/16/2023 1:00:00 AM,0,0
3/16/2023 2:00:00 AM,3,0.05
3/16/2023 3:00:00 AM,17,0.283333
3/16/2023 4:00:00 AM,113,1.883333
3/16/2023 5:00:00 AM,9,0.15
3/16/2023 6:00:00 AM,10,0.166667
3/16/2023 7:00:00 AM,0,0
3/16/2023 8:00:00 AM,0,0
3/16/2023 9:00:00 AM,0,0
3/16/2023 10:00:00 AM,0,0
3/16/2023 11:00:00 AM,5,0.083333
3/16/2023 12:00:00 PM,11,0.183333
3/16/2023 1:00:00 PM,33,0.55
3/16/2023 2:00:00 PM,30,0.5
3/16/2023 3:00:00 PM,34,0.566667
3/16/2023 4:00:00 PM,11,0.183333
3/16/2023 5:00:00 PM,0,0
3/16/2023 6:00:00 PM,20,0.333333
3/16/2023 7:00:00 PM,61,1.016667
3/16/2023 8:00:00 PM,61,1.016667
3/16/2023 9:00:00 PM,23,0.383333
3/16/2023 10:00:00 PM,14,0.233333
3/16/2023 11:00:00 PM,3,0.05
3/17/2023 12:00:00 AM,7,0.116667
3/17/2023 1:00:00 AM,9,0.15
3/17/2023 2:00:00 AM,0,0
3/17/2023 3:00:00 AM,0,0
3/17/2023 4:00:00 AM,0,0
3/17/2023 5:00:00 AM,9,0.15
3/17/2023 6:00:00 AM,3,0.05
3/17/2023 7:00:00 AM,0,0
3/17/2023 8:00:00 AM,0,0
3/17/2023 9:00:00 AM,1,0.016667
3/17/2023 10:00:00 AM,43,0.716667
3/17/2023 11:00:00 AM,54,0.9
3/17/2023 12:00:00 PM,90,1.5
3/17/2023 1:00:00 PM,36,0.6
3/17/2023 2:00:00 PM,8,0.133333
3/17/2023 3:00:00 PM,4,0.066667
3/17/2023 4:00:00 PM,7,0.116667
3/17/2023 5:00:00 PM,4,0.066667
3/17/2023 6:00:00 PM,16,0.266667
3/17/2023 7:00:00 PM,19,0.316667
3/17/2023 8:00:00 PM,12,0.2
3/17/2023 9:00:00 PM,77,1.283333
3/17/2023 10:00:00 PM,24,0.4
3/17/2023 11:00:00 PM,2,0.033333
3/18/2023 12:00:00 AM,9,0.15
3/18/2023 1:00:00 AM,0,0
3/18/2023 2:00:00 AM,0,0
3/18/2023 3:00:00 AM,3,0.05
3/18/2023 4:00:00 AM,0,0
3/18/2023 5:00:00 AM,5,0.083333
3/18/2023 6:00:00 AM,43,0.716667
3/18/2023 7:00:00 AM,60,1
3/18/2023 8:00:00 AM,85,1.416667
3/18/2023 9:00:00 AM,53,0.883333
3/18/2023 10:00:00 AM,46,0.766667
3/18/2023 11:00:00 AM,78,1.3
3/18/2023 12:00:00 PM,64,1.066667
3/18/2023 1:00:00 PM,23,0.383333
3/18/2023 2:00:00 PM,6,0.1
3/18/2023 3:00:00 PM,49,0.816667
3/18/2023 4:00:00 PM,5,0.083333
3/18/2023 5:00:00 PM,6,0.1
3/18/2023 6:00:00 PM,31,0.516667
3/18/2023 7:00:00 PM,74,1.233333
3/18/2023 8:00:00 PM,29,0.483333
3/18/2023 9:00:00 PM,122,2.033333
3/18/2023 10:00:00 PM,54,0.9
3/18/2023 11:00:00 PM,4,0.066667
3/19/2023 12:00:00 AM,6,0.1
3/19/2023 1:00:00 AM,0,0
3/19/2023 2:00:00 AM,0,0
3/19/2023 3:00:00 AM,0,0
3/19/2023 4:00:00 AM,1,0.016667
3/19/2023 5:00:00 AM,0,0
3/19/2023 6:00:00 AM,3,0.05
3/19/2023 7:00:00 AM,0,0
3/19/2023 8:00:00 AM,42,0.7
3/19/2023 9:00:00 AM,27,0.45
3/19/2023 10:00:00 AM,4,0.066667
3/19/2023 11:00:00 AM,78,1.3
3/19/2023 12:00:00 PM,31,0.516667
3/19/2023 1:00:00 PM,0,0
3/19/2023 2:00:00 PM,0,0
3/19/2023 3:00:00 PM,0,0
3/19/2023 4:00:00 PM,0,0
3/19/2023 5:00:00 PM,3,0.05
3/19/2023 6:00:00 PM,7,0.116667
3/19/2023 7:00:00 PM,18,0.3
3/19/2023 8:00:00 PM,32,0.533333
3/19/2023 9:00:00 PM,20,0.333333
3/19/2023 10:00:00 PM,44,0.733333
3/19/2023 11:00:00 PM,11,0.183333
3/20/2023 12:00:00 AM,1,0.016667
3/20/2023 1:00:00 AM,2,0.033333
3/20/2023 2:00:00 AM,7,0.116667
3/20/2023 3:00:00 AM,0,0
3/20/2023 4:00:00 AM,0,0
3/20/2023 5:00:00 AM,0,0
3/20/2023 6:00:00 AM,0,0
3/20/2023 7:00:00 AM,0,0
3/20/2023 8:00:00 AM,3,0.05
3/20/2023 9:00:00 AM,42,0.7
3/20/2023 10:00:00 AM,48,0.8
3/20/2023 11:00:00 AM,84,1.4
3/20/2023 12:00:00 PM,58,0.966667
3/20/2023 1:00:00 PM,29,0.483333
3/20/2023 2:00:00 PM,4,0.066667
3/20/2023 3:00:00 PM,0,0
3/20/2023 4:00:00 PM,0,0
3/20/2023 5:00:00 PM,0,0
3/20/2023 6:00:00 PM,4,0.066667
3/20/2023 7:00:00 PM,24,0.4
3/20/2023 8:00:00 PM,10,0.166667
3/20/2023 9:00:00 PM,12,0.2
3/20/2023 10:00:00 PM,33,0.55
3/20/2023 11:00:00 PM,34,0.566667
3/21/2023 12:00:00 AM,24,0.4
3/21/2023 1:00:00 AM,13,0.216667
3/21/2023 2:00:00 AM,1,0.016667
3/21/2023 3:00:00 AM,2,0.033333
3/21/2023 4:00:00 AM,0,0
3/21/2023 5:00:00 AM,12,0.2
3/21/2023 6:00:00 AM,55,0.916667
3/21/2023 7:00:00 AM,21,0.35
3/21/2023 8:00:00 AM,53,0.883333
