ActivityHour,Calories
3/20/2022 5:00:00 AM,64
3/20/2022 6:00:00 AM,65
3/20/2022 7:00:00 AM,72
3/20/2022 8:00:00 AM,67
3/20/2022 9:00:00 AM,97
3/20/2022 10:00:00 AM,64
3/20/2022 11:00:00 AM,103
3/20/2022 12:00:00 PM,69
3/20/2022 1:00:00 PM,64
3/20/2022 2:00:00 PM,79
3/20/2022 3:00:00 PM,96
3/20/2022 4:00:00 PM,70
3/20/2022 5:00:00 PM,70
3/20/2022 6:00:00 PM,104
3/20/2022 7:00:00 PM,73
3/20/2022 8:00:00 PM,86
3/20/2022 9:00:00 PM,82
3/20/2022 10:00:00 PM,106
3/20/2022 11:00:00 PM,71
3/21/2022 12:00:00 AM,64
3/21/2022 1:00:00 AM,64
3/21/2022 2:00:00 AM,64
3/21/2022 3:00:00 AM,64
3/21/2022 4:00:00 AM,64
3/21/2022 5:00:00 AM,65
3/21/2022 6:00:00 AM,77
3/21/2022 7:00:00 AM,156
3/21/2022 8:00:00 AM,283
3/21/2022 9:00:00 AM,185
3/21/2022 10:00:00 AM,258
3/21/2022 11:00:00 AM,83
3/21/2022 12:00:00 PM,111
3/21/2022 1:00:00 PM,116
3/21/2022 2:00:00 PM,87
3/21/2022 3:00:00 PM,105
3/21/2022 4:00:00 PM,296
3/21/2022 5:00:00 PM,231
3/21/2022 6:00:00 PM,142
3/21/2022 7:00:00 PM,64
3/21/2022 8:00:00 PM,141
3/21/2022 9:00:00 PM,69
3/21/2022 10:00:00 PM,115
3/21/2022 11:00:00 PM,67
3/22/2022 12:00:00 AM,64
3/22/2022 1:00:00 AM,88
3/22/2022 2:00:00 AM,66
3/22/2022 3:00:00 AM,74
3/22/2022 4:00:00 AM,66
3/22/2022 5:00:00 AM,64
3/22/2022 6:00:00 AM,78
3/22/2022 7:00:00 AM,158
3/22/2022 8:00:00 AM,282
3/22/2022 9:00:00 AM,131
3/22/2022 10:00:00 AM,277
3/22/2022 11:00:00 AM,172
3/22/2022 12:00:00 PM,81
3/22/2022 1:00:00 PM,111
3/22/2022 2:00:00 PM,84
3/22/2022 3:00:00 PM,118
3/22/2022 4:00:00 PM,298
3/22/2022 5:00:00 PM,209
3/22/2022 6:00:00 PM,246
3/22/2022 7:00:00 PM,88
3/22/2022 8:00:00 PM,69
3/22/2022 9:00:00 PM,134
3/22/2022 10:00:00 PM,64
3/22/2022 11:00:00 PM,64
3/23/2022 12:00:00 AM,64
3/23/2022 1:00:00 AM,64
3/23/2022 2:00:00 AM,64
3/23/2022 3:00:00 AM,64
3/23/2022 4:00:00 AM,64
3/23/2022 5:00:00 AM,64
3/23/2022 6:00:00 AM,64
3/23/2022 7:00:00 AM,64
3/23/2022 8:00:00 AM,64
3/23/2022 9:00:00 AM,64
3/23/2022 10:00:00 AM,64
3/23/2022 11:00:00 AM,64
3/23/2022 12:00:00 PM,64
3/23/2022 1:00:00 PM,64
3/23/2022 2:00:00 PM,69
3/23/2022 3:00:00 PM,77
3/23/2022 4:00:00 PM,64
3/23/2022 5:00:00 PM,154
3/23/2022 6:00:00 PM,91
3/23/2022 7:00:00 PM,199
3/23/2022 8:00:00 PM,114
3/23/2022 9:00:00 PM,110
3/23/2022 10:00:00 PM,90
3/23/2022 11:00:00 PM,67
3/24/2022 12:00:00 AM,66
3/24/2022 1:00:00 AM,67
3/24/2022 2:00:00 AM,64
3/24/2022 3:00:00 AM,65
3/24/2022 4:00:00 AM,64
3/24/2022 5:00:00 AM,71
3/24/2022 6:00:00 AM,80
3/24/2022 7:00:00 AM,178
3/24/2022 8:00:00 AM,156
3/24/2022 9:00:00 AM,170
3/24/2022 10:00:00 AM,256
3/24/2022 11:00:00 AM,113
3/24/2022 12:00:00 PM,84
3/24/2022 1:00:00 PM,97
3/24/2022 2:00:00 PM,206
3/24/2022 3:00:00 PM,172
3/24/2022 4:00:00 PM,97
3/24/2022 5:00:00 PM,156
3/24/2022 6:00:00 PM,71
3/24/2022 7:00:00 PM,108
3/24/2022 8:00:00 PM,134
3/24/2022 9:00:00 PM,85
3/24/2022 10:00:00 PM,78
3/24/2022 11:00:00 PM,80
3/25/2022 12:00:00 AM,138
3/25/2022 1:00:00 AM,64
3/25/2022 2:00:00 AM,64
3/25/2022 3:00:00 AM,70
3/25/2022 4:00:00 AM,74
3/25/2022 5:00:00 AM,66
3/25/2022 6:00:00 AM,110
3/25/2022 7:00:00 AM,155
3/25/2022 8:00:00 AM,173
3/25/2022 9:00:00 AM,190
3/25/2022 10:00:00 AM,163
3/25/2022 11:00:00 AM,175
3/25/2022 12:00:00 PM,131
3/25/2022 1:00:00 PM,161
3/25/2022 2:00:00 PM,76
3/25/2022 3:00:00 PM,133
3/25/2022 4:00:00 PM,163
3/25/2022 5:00:00 PM,143
3/25/2022 6:00:00 PM,162
3/25/2022 7:00:00 PM,151
3/25/2022 8:00:00 PM,94
3/25/2022 9:00:00 PM,121
3/25/2022 10:00:00 PM,82
3/25/2022 11:00:00 PM,142
3/26/2022 12:00:00 AM,152
3/26/2022 1:00:00 AM,166
3/26/2022 2:00:00 AM,64
3/26/2022 3:00:00 AM,64
3/26/2022 4:00:00 AM,65
3/26/2022 5:00:00 AM,84
3/26/2022 6:00:00 AM,67
3/26/2022 7:00:00 AM,171
3/26/2022 8:00:00 AM,121
3/26/2022 9:00:00 AM,82
3/26/2022 10:00:00 AM,127
3/26/2022 11:00:00 AM,101
3/26/2022 12:00:00 PM,146
3/26/2022 1:00:00 PM,93
3/26/2022 2:00:00 PM,97
3/26/2022 3:00:00 PM,76
3/26/2022 4:00:00 PM,64
3/26/2022 5:00:00 PM,64
3/26/2022 6:00:00 PM,64
3/26/2022 7:00:00 PM,64
3/26/2022 8:00:00 PM,64
3/26/2022 9:00:00 PM,64
3/26/2022 10:00:00 PM,64
3/26/2022 11:00:00 PM,64
3/27/2022 12:00:00 AM,64
3/27/2022 1:00:00 AM,64
3/27/2022 2:00:00 AM,64
3/27/2022 3:00:00 AM,64
3/27/2022 4:00:00 AM,64
3/27/2022 5:00:00 AM,64
3/27/2022 6:00:00 AM,64
3/27/2022 7:00:00 AM,64
3/27/2022 8:00:00 AM,64
3/27/2022 9:00:00 AM,64
3/27/2022 10:00:00 AM,147
3/27/2022 11:00:00 AM,102
3/27/2022 12:00:00 PM,97
3/27/2022 1:00:00 PM,88
3/27/2022 2:00:00 PM,87
3/27/2022 3:00:00 PM,87
3/27/2022 4:00:00 PM,76
3/27/2022 5:00:00 PM,74
3/27/2022 6:00:00 PM,97
3/27/2022 7:00:00 PM,102
3/27/2022 8:00:00 PM,85
3/27/2022 9:00:00 PM,97
3/27/2022 10:00:00 PM,112
3/27/2022 11:00:00 PM,84
3/28/2022 12:00:00 AM,67
3/28/2022 1:00:00 AM,64
3/28/2022 2:00:00 AM,64
3/28/2022 3:00:00 AM,64
3/28/2022 4:00:00 AM,64
3/28/2022 5:00:00 AM,64
3/28/2022 6:00:00 AM,80
3/28/2022 7:00:00 AM,158
