DateTime,SyncDateUTC,Provider,DeviceName
8/21/2022 10:34:56 PM,8/21/2022 10:34:56 PM,Fitbit,Alta HR
8/21/2022 10:36:05 PM,8/21/2022 10:36:05 PM,Fitbit,Alta HR
8/21/2022 10:36:23 PM,8/21/2022 10:36:23 PM,Fitbit,Alta HR
8/21/2022 10:36:39 PM,8/21/2022 10:36:39 PM,Fitbit,Alta HR
8/21/2022 11:51:07 PM,8/21/2022 11:51:07 PM,Fitbit,Alta HR
8/22/2022 12:39:37 AM,8/22/2022 12:39:37 AM,Fitbit,Alta HR
8/22/2022 1:27:03 AM,8/22/2022 1:27:03 AM,Fitbit,Alta HR
8/22/2022 11:22:10 AM,8/22/2022 11:22:10 AM,Fitbit,Alta HR
8/22/2022 11:40:13 AM,8/22/2022 11:40:13 AM,Fitbit,Alta HR
8/22/2022 3:25:49 PM,8/22/2022 3:25:49 PM,Fitbit,Alta HR
8/22/2022 3:29:11 PM,8/22/2022 3:29:11 PM,Fitbit,Alta HR
8/22/2022 4:48:43 PM,8/22/2022 4:48:43 PM,Fitbit,Alta HR
8/22/2022 8:12:41 PM,8/22/2022 8:12:41 PM,Fitbit,Alta HR
8/22/2022 8:13:19 PM,8/22/2022 8:13:19 PM,Fitbit,Alta HR
8/22/2022 8:14:50 PM,8/22/2022 8:14:50 PM,Fitbit,Alta HR
8/22/2022 8:15:13 PM,8/22/2022 8:15:13 PM,Fitbit,Alta HR
8/22/2022 10:02:50 PM,8/22/2022 10:02:50 PM,Fitbit,Alta HR
8/22/2022 11:39:57 PM,8/22/2022 11:39:57 PM,Fitbit,Alta HR
8/23/2022 12:43:30 AM,8/23/2022 12:43:30 AM,Fitbit,Alta HR
8/23/2022 12:15:31 PM,8/23/2022 12:15:31 PM,Fitbit,Alta HR
8/23/2022 12:16:08 PM,8/23/2022 12:16:08 PM,Fitbit,Alta HR
8/23/2022 12:42:03 PM,8/23/2022 12:42:03 PM,Fitbit,Alta HR
8/23/2022 1:44:07 PM,8/23/2022 1:44:07 PM,Fitbit,Alta HR
8/23/2022 1:44:18 PM,8/23/2022 1:44:18 PM,Fitbit,Alta HR
8/23/2022 8:34:45 PM,8/23/2022 8:34:45 PM,Fitbit,Alta HR
8/23/2022 10:37:39 PM,8/23/2022 10:37:39 PM,Fitbit,Alta HR
8/23/2022 10:38:23 PM,8/23/2022 10:38:23 PM,Fitbit,Alta HR
8/23/2022 10:38:51 PM,8/23/2022 10:38:51 PM,Fitbit,Alta HR
8/23/2022 11:42:43 PM,8/23/2022 11:42:43 PM,Fitbit,Alta HR
8/23/2022 11:47:53 PM,8/23/2022 11:47:53 PM,Fitbit,Alta HR
8/23/2022 11:59:27 PM,8/23/2022 11:59:27 PM,Fitbit,Alta HR
8/24/2022 10:00:43 AM,8/24/2022 10:00:43 AM,Fitbit,Alta HR
8/24/2022 10:01:33 AM,8/24/2022 10:01:33 AM,Fitbit,Alta HR
8/24/2022 10:18:43 AM,8/24/2022 10:18:43 AM,Fitbit,Alta HR
8/24/2022 10:34:00 AM,8/24/2022 10:34:00 AM,Fitbit,Alta HR
8/24/2022 11:08:23 AM,8/24/2022 11:08:23 AM,Fitbit,Alta HR
8/24/2022 4:41:57 PM,8/24/2022 4:41:57 PM,Fitbit,Alta HR
8/24/2022 11:13:53 PM,8/24/2022 11:13:53 PM,Fitbit,Alta HR
8/24/2022 11:14:55 PM,8/24/2022 11:14:55 PM,Fitbit,Alta HR
8/24/2022 11:43:51 PM,8/24/2022 11:43:51 PM,Fitbit,Alta HR
8/25/2022 12:00:15 AM,8/25/2022 12:00:15 AM,Fitbit,Alta HR
8/25/2022 10:53:35 AM,8/25/2022 10:53:35 AM,Fitbit,Alta HR
8/25/2022 1:34:01 PM,8/25/2022 1:34:01 PM,Fitbit,Alta HR
8/25/2022 9:46:54 PM,8/25/2022 9:46:54 PM,Fitbit,Alta HR
8/25/2022 11:38:24 PM,8/25/2022 11:38:24 PM,Fitbit,Alta HR
8/25/2022 11:46:01 PM,8/25/2022 11:46:01 PM,Fitbit,Alta HR
8/26/2022 1:50:15 PM,8/26/2022 1:50:15 PM,Fitbit,Alta HR
8/26/2022 4:32:02 PM,8/26/2022 4:32:02 PM,Fitbit,Alta HR
8/26/2022 9:18:59 PM,8/26/2022 9:18:59 PM,Fitbit,Alta HR
8/26/2022 10:03:14 PM,8/26/2022 10:03:14 PM,Fitbit,Alta HR
