ActivityHour,TotalIntensity,AverageIntensity
7/13/2023 8:00:00 AM,0,0
7/13/2023 9:00:00 AM,0,0
7/13/2023 10:00:00 AM,0,0
7/13/2023 11:00:00 AM,6,0.1
7/13/2023 12:00:00 PM,16,0.266667
7/13/2023 1:00:00 PM,18,0.3
7/13/2023 2:00:00 PM,14,0.233333
7/13/2023 3:00:00 PM,15,0.25
7/13/2023 4:00:00 PM,31,0.516667
7/13/2023 5:00:00 PM,1,0.016667
7/13/2023 6:00:00 PM,28,0.466667
7/13/2023 7:00:00 PM,38,0.633333
7/13/2023 8:00:00 PM,21,0.35
7/13/2023 9:00:00 PM,0,0
7/13/2023 10:00:00 PM,0,0
7/13/2023 11:00:00 PM,0,0
7/14/2023 12:00:00 AM,0,0
7/14/2023 1:00:00 AM,0,0
7/14/2023 2:00:00 AM,0,0
7/14/2023 3:00:00 AM,0,0
7/14/2023 4:00:00 AM,0,0
7/14/2023 5:00:00 AM,0,0
7/14/2023 6:00:00 AM,0,0
7/14/2023 7:00:00 AM,13,0.216667
7/14/2023 8:00:00 AM,15,0.25
7/14/2023 9:00:00 AM,20,0.333333
7/14/2023 10:00:00 AM,13,0.216667
7/14/2023 11:00:00 AM,7,0.116667
7/14/2023 12:00:00 PM,18,0.3
7/14/2023 1:00:00 PM,0,0
7/14/2023 2:00:00 PM,7,0.116667
7/14/2023 3:00:00 PM,19,0.316667
7/14/2023 4:00:00 PM,10,0.166667
7/14/2023 5:00:00 PM,4,0.066667
7/14/2023 6:00:00 PM,0,0
7/14/2023 7:00:00 PM,8,0.133333
7/14/2023 8:00:00 PM,4,0.066667
7/14/2023 9:00:00 PM,0,0
7/14/2023 10:00:00 PM,0,0
7/14/2023 11:00:00 PM,0,0
7/15/2023 12:00:00 AM,0,0
7/15/2023 1:00:00 AM,0,0
7/15/2023 2:00:00 AM,0,0
7/15/2023 3:00:00 AM,0,0
7/15/2023 4:00:00 AM,0,0
7/15/2023 5:00:00 AM,0,0
7/15/2023 6:00:00 AM,0,0
7/15/2023 7:00:00 AM,0,0
7/15/2023 8:00:00 AM,0,0
7/15/2023 9:00:00 AM,12,0.2
7/15/2023 10:00:00 AM,6,0.1
7/15/2023 11:00:00 AM,2,0.033333
7/15/2023 12:00:00 PM,7,0.116667
7/15/2023 1:00:00 PM,22,0.366667
7/15/2023 2:00:00 PM,3,0.05
7/15/2023 3:00:00 PM,0,0
7/15/2023 4:00:00 PM,6,0.1
7/15/2023 5:00:00 PM,0,0
7/15/2023 6:00:00 PM,0,0
7/15/2023 7:00:00 PM,4,0.066667
7/15/2023 8:00:00 PM,2,0.033333
7/15/2023 9:00:00 PM,0,0
7/15/2023 10:00:00 PM,0,0
7/15/2023 11:00:00 PM,0,0
7/16/2023 12:00:00 AM,0,0
7/16/2023 1:00:00 AM,0,0
7/16/2023 2:00:00 AM,0,0
7/16/2023 3:00:00 AM,0,0
7/16/2023 4:00:00 AM,0,0
7/16/2023 5:00:00 AM,0,0
7/16/2023 6:00:00 AM,0,0
7/16/2023 7:00:00 AM,0,0
7/16/2023 8:00:00 AM,0,0
7/16/2023 9:00:00 AM,2,0.033333
7/16/2023 10:00:00 AM,0,0
7/16/2023 11:00:00 AM,1,0.016667
7/16/2023 12:00:00 PM,8,0.133333
7/16/2023 1:00:00 PM,0,0
7/16/2023 2:00:00 PM,0,0
7/16/2023 3:00:00 PM,0,0
7/16/2023 4:00:00 PM,0,0
7/16/2023 5:00:00 PM,0,0
7/16/2023 6:00:00 PM,0,0
7/16/2023 7:00:00 PM,0,0
7/16/2023 8:00:00 PM,0,0
7/16/2023 9:00:00 PM,0,0
7/16/2023 10:00:00 PM,0,0
7/16/2023 11:00:00 PM,0,0
7/17/2023 12:00:00 AM,0,0
7/17/2023 1:00:00 AM,0,0
7/17/2023 2:00:00 AM,0,0
7/17/2023 3:00:00 AM,0,0
7/17/2023 4:00:00 AM,0,0
7/17/2023 5:00:00 AM,0,0
7/17/2023 6:00:00 AM,0,0
7/17/2023 7:00:00 AM,0,0
7/17/2023 8:00:00 AM,0,0
7/17/2023 9:00:00 AM,0,0
7/17/2023 10:00:00 AM,0,0
7/17/2023 11:00:00 AM,0,0
7/17/2023 12:00:00 PM,0,0
7/17/2023 1:00:00 PM,2,0.033333
7/17/2023 2:00:00 PM,0,0
7/17/2023 3:00:00 PM,7,0.116667
7/17/2023 4:00:00 PM,0,0
7/17/2023 5:00:00 PM,0,0
7/17/2023 6:00:00 PM,4,0.066667
7/17/2023 7:00:00 PM,5,0.083333
7/17/2023 8:00:00 PM,0,0
7/17/2023 9:00:00 PM,0,0
7/17/2023 10:00:00 PM,0,0
7/17/2023 11:00:00 PM,0,0
7/18/2023 12:00:00 AM,0,0
7/18/2023 1:00:00 AM,0,0
7/18/2023 2:00:00 AM,0,0
7/18/2023 3:00:00 AM,0,0
7/18/2023 4:00:00 AM,0,0
7/18/2023 5:00:00 AM,0,0
7/18/2023 6:00:00 AM,0,0
7/18/2023 7:00:00 AM,2,0.033333
7/18/2023 8:00:00 AM,6,0.1
7/18/2023 9:00:00 AM,0,0
7/18/2023 10:00:00 AM,0,0
7/18/2023 11:00:00 AM,0,0
7/18/2023 12:00:00 PM,0,0
7/18/2023 1:00:00 PM,7,0.116667
7/18/2023 2:00:00 PM,6,0.1
7/18/2023 3:00:00 PM,0,0
7/18/2023 4:00:00 PM,5,0.083333
7/18/2023 5:00:00 PM,0,0
7/18/2023 6:00:00 PM,12,0.2
7/18/2023 7:00:00 PM,0,0
7/18/2023 8:00:00 PM,0,0
7/18/2023 9:00:00 PM,0,0
7/18/2023 10:00:00 PM,0,0
7/18/2023 11:00:00 PM,0,0
7/19/2023 12:00:00 AM,0,0
7/19/2023 1:00:00 AM,0,0
7/19/2023 2:00:00 AM,0,0
7/19/2023 3:00:00 AM,0,0
7/19/2023 4:00:00 AM,0,0
7/19/2023 5:00:00 AM,0,0
7/19/2023 6:00:00 AM,0,0
7/19/2023 7:00:00 AM,0,0
7/19/2023 8:00:00 AM,6,0.1
7/19/2023 9:00:00 AM,0,0
7/19/2023 10:00:00 AM,0,0
7/19/2023 11:00:00 AM,0,0
7/19/2023 12:00:00 PM,0,0
7/19/2023 1:00:00 PM,2,0.033333
7/19/2023 2:00:00 PM,2,0.033333
7/19/2023 3:00:00 PM,0,0
7/19/2023 4:00:00 PM,0,0
7/19/2023 5:00:00 PM,0,0
7/19/2023 6:00:00 PM,2,0.033333
7/19/2023 7:00:00 PM,0,0
7/19/2023 8:00:00 PM,5,0.083333
7/19/2023 9:00:00 PM,0,0
7/19/2023 10:00:00 PM,0,0
7/19/2023 11:00:00 PM,0,0
7/20/2023 12:00:00 AM,0,0
7/20/2023 1:00:00 AM,0,0
7/20/2023 2:00:00 AM,0,0
7/20/2023 3:00:00 AM,0,0
7/20/2023 4:00:00 AM,0,0
7/20/2023 5:00:00 AM,0,0
7/20/2023 6:00:00 AM,0,0
7/20/2023 7:00:00 AM,0,0
7/20/2023 8:00:00 AM,5,0.083333
7/20/2023 9:00:00 AM,0,0
7/20/2023 10:00:00 AM,0,0
7/20/2023 11:00:00 AM,3,0.05
7/20/2023 12:00:00 PM,0,0
7/20/2023 1:00:00 PM,0,0
7/20/2023 2:00:00 PM,5,0.083333
7/20/2023 3:00:00 PM,0,0
7/20/2023 4:00:00 PM,0,0
7/20/2023 5:00:00 PM,0,0
7/20/2023 6:00:00 PM,4,0.066667
7/20/2023 7:00:00 PM,1,0.016667
7/20/2023 8:00:00 PM,6,0.1
7/20/2023 9:00:00 PM,0,0
7/20/2023 10:00:00 PM,0,0
7/20/2023 11:00:00 PM,0,0
7/21/2023 12:00:00 AM,0,0
7/21/2023 1:00:00 AM,0,0
7/21/2023 2:00:00 AM,0,0
7/21/2023 3:00:00 AM,0,0
7/21/2023 4:00:00 AM,0,0
7/21/2023 5:00:00 AM,0,0
7/21/2023 6:00:00 AM,0,0
7/21/2023 7:00:00 AM,1,0.016667
7/21/2023 8:00:00 AM,1,0.016667
7/21/2023 9:00:00 AM,0,0
7/21/2023 10:00:00 AM,0,0
7/21/2023 11:00:00 AM,1,0.016667
7/21/2023 12:00:00 PM,2,0.033333
7/21/2023 1:00:00 PM,1,0.016667
7/21/2023 2:00:00 PM,0,0
7/21/2023 3:00:00 PM,1,0.016667
7/21/2023 4:00:00 PM,0,0
7/21/2023 5:00:00 PM,3,0.05
7/21/2023 6:00:00 PM,2,0.033333
7/21/2023 7:00:00 PM,0,0
7/21/2023 8:00:00 PM,9,0.15
7/21/2023 9:00:00 PM,3,0.05
7/21/2023 10:00:00 PM,0,0
7/21/2023 11:00:00 PM,0,0
7/22/2023 12:00:00 AM,0,0
7/22/2023 1:00:00 AM,0,0
7/22/2023 2:00:00 AM,0,0
7/22/2023 3:00:00 AM,0,0
7/22/2023 4:00:00 AM,0,0
7/22/2023 5:00:00 AM,0,0
7/22/2023 6:00:00 AM,0,0
7/22/2023 7:00:00 AM,0,0
7/22/2023 8:00:00 AM,0,0
7/22/2023 9:00:00 AM,0,0
7/22/2023 10:00:00 AM,0,0
7/22/2023 11:00:00 AM,11,0.183333
7/22/2023 12:00:00 PM,2,0.033333
7/22/2023 1:00:00 PM,0,0
7/22/2023 2:00:00 PM,0,0
7/22/2023 3:00:00 PM,0,0
7/22/2023 4:00:00 PM,0,0
7/22/2023 5:00:00 PM,0,0
7/22/2023 6:00:00 PM,2,0.033333
7/22/2023 7:00:00 PM,3,0.05
7/22/2023 8:00:00 PM,0,0
7/22/2023 9:00:00 PM,0,0
7/22/2023 10:00:00 PM,0,0
7/22/2023 11:00:00 PM,0,0
7/23/2023 12:00:00 AM,0,0
7/23/2023 1:00:00 AM,0,0
7/23/2023 2:00:00 AM,0,0
7/23/2023 3:00:00 AM,0,0
7/23/2023 4:00:00 AM,0,0
7/23/2023 5:00:00 AM,0,0
7/23/2023 6:00:00 AM,0,0
7/23/2023 7:00:00 AM,0,0
7/23/2023 8:00:00 AM,0,0
7/23/2023 9:00:00 AM,0,0
7/23/2023 10:00:00 AM,0,0
7/23/2023 11:00:00 AM,0,0
7/23/2023 12:00:00 PM,0,0
7/23/2023 1:00:00 PM,0,0
7/23/2023 2:00:00 PM,0,0
7/23/2023 3:00:00 PM,0,0
7/23/2023 4:00:00 PM,0,0
7/23/2023 5:00:00 PM,11,0.183333
7/23/2023 6:00:00 PM,27,0.45
7/23/2023 7:00:00 PM,0,0
7/23/2023 8:00:00 PM,15,0.25
7/23/2023 9:00:00 PM,7,0.116667
7/23/2023 10:00:00 PM,0,0
7/23/2023 11:00:00 PM,0,0
7/24/2023 12:00:00 AM,0,0
7/24/2023 1:00:00 AM,0,0
7/24/2023 2:00:00 AM,0,0
7/24/2023 3:00:00 AM,0,0
7/24/2023 4:00:00 AM,0,0
7/24/2023 5:00:00 AM,0,0
7/24/2023 6:00:00 AM,0,0
7/24/2023 7:00:00 AM,0,0
7/24/2023 8:00:00 AM,23,0.383333
7/24/2023 9:00:00 AM,12,0.2
7/24/2023 10:00:00 AM,14,0.233333
7/24/2023 11:00:00 AM,7,0.116667
7/24/2023 12:00:00 PM,1,0.016667
7/24/2023 1:00:00 PM,29,0.483333
7/24/2023 2:00:00 PM,26,0.433333
7/24/2023 3:00:00 PM,30,0.5
7/24/2023 4:00:00 PM,8,0.133333
7/24/2023 5:00:00 PM,23,0.383333
7/24/2023 6:00:00 PM,8,0.133333
7/24/2023 7:00:00 PM,21,0.35
7/24/2023 8:00:00 PM,0,0
7/24/2023 9:00:00 PM,7,0.116667
7/24/2023 10:00:00 PM,1,0.016667
7/24/2023 11:00:00 PM,5,0.083333
7/25/2023 12:00:00 AM,13,0.216667
7/25/2023 1:00:00 AM,0,0
7/25/2023 2:00:00 AM,0,0
7/25/2023 3:00:00 AM,0,0
7/25/2023 4:00:00 AM,0,0
7/25/2023 5:00:00 AM,0,0
7/25/2023 6:00:00 AM,1,0.016667
7/25/2023 7:00:00 AM,6,0.1
7/25/2023 8:00:00 AM,16,0.266667
7/25/2023 9:00:00 AM,21,0.35
7/25/2023 10:00:00 AM,10,0.166667
7/25/2023 11:00:00 AM,7,0.116667
7/25/2023 12:00:00 PM,15,0.25
7/25/2023 1:00:00 PM,35,0.583333
7/25/2023 2:00:00 PM,24,0.4
7/25/2023 3:00:00 PM,25,0.416667
7/25/2023 4:00:00 PM,14,0.233333
7/25/2023 5:00:00 PM,21,0.35
7/25/2023 6:00:00 PM,21,0.35
7/25/2023 7:00:00 PM,24,0.4
7/25/2023 8:00:00 PM,0,0
7/25/2023 9:00:00 PM,0,0
7/25/2023 10:00:00 PM,0,0
7/25/2023 11:00:00 PM,0,0
7/26/2023 12:00:00 AM,0,0
7/26/2023 1:00:00 AM,0,0
7/26/2023 2:00:00 AM,0,0
7/26/2023 3:00:00 AM,0,0
7/26/2023 4:00:00 AM,0,0
7/26/2023 5:00:00 AM,0,0
7/26/2023 6:00:00 AM,0,0
7/26/2023 7:00:00 AM,6,0.1
7/26/2023 8:00:00 AM,36,0.6
7/26/2023 9:00:00 AM,27,0.45
7/26/2023 10:00:00 AM,36,0.6
7/26/2023 11:00:00 AM,25,0.416667
7/26/2023 12:00:00 PM,7,0.116667
7/26/2023 1:00:00 PM,31,0.516667
7/26/2023 2:00:00 PM,15,0.25
7/26/2023 3:00:00 PM,15,0.25
7/26/2023 4:00:00 PM,24,0.4
7/26/2023 5:00:00 PM,37,0.616667
7/26/2023 6:00:00 PM,28,0.466667
7/26/2023 7:00:00 PM,19,0.316667
7/26/2023 8:00:00 PM,27,0.45
7/26/2023 9:00:00 PM,34,0.566667
7/26/2023 10:00:00 PM,9,0.15
7/26/2023 11:00:00 PM,0,0
7/27/2023 12:00:00 AM,0,0
7/27/2023 1:00:00 AM,0,0
7/27/2023 2:00:00 AM,0,0
7/27/2023 3:00:00 AM,0,0
7/27/2023 4:00:00 AM,0,0
7/27/2023 5:00:00 AM,0,0
7/27/2023 6:00:00 AM,0,0
7/27/2023 7:00:00 AM,0,0
7/27/2023 8:00:00 AM,0,0
7/27/2023 9:00:00 AM,0,0
7/27/2023 10:00:00 AM,0,0
7/27/2023 11:00:00 AM,0,0
7/27/2023 12:00:00 PM,0,0
7/27/2023 1:00:00 PM,0,0
7/27/2023 2:00:00 PM,0,0
7/27/2023 3:00:00 PM,0,0
7/27/2023 4:00:00 PM,0,0
7/27/2023 5:00:00 PM,0,0
7/27/2023 6:00:00 PM,0,0
7/27/2023 7:00:00 PM,0,0
7/27/2023 8:00:00 PM,0,0
7/27/2023 9:00:00 PM,0,0
7/27/2023 10:00:00 PM,0,0
7/27/2023 11:00:00 PM,0,0
7/28/2023 12:00:00 AM,0,0
7/28/2023 1:00:00 AM,0,0
7/28/2023 2:00:00 AM,0,0
7/28/2023 3:00:00 AM,0,0
7/28/2023 4:00:00 AM,0,0
7/28/2023 5:00:00 AM,0,0
7/28/2023 6:00:00 AM,0,0
7/28/2023 7:00:00 AM,0,0
7/28/2023 8:00:00 AM,0,0
7/28/2023 9:00:00 AM,0,0
7/28/2023 10:00:00 AM,0,0
7/28/2023 11:00:00 AM,0,0
7/28/2023 12:00:00 PM,0,0
7/28/2023 1:00:00 PM,0,0
7/28/2023 2:00:00 PM,0,0
7/28/2023 3:00:00 PM,0,0
7/28/2023 4:00:00 PM,0,0
7/28/2023 5:00:00 PM,0,0
7/28/2023 6:00:00 PM,0,0
7/28/2023 7:00:00 PM,0,0
7/28/2023 8:00:00 PM,0,0
7/28/2023 9:00:00 PM,0,0
7/28/2023 10:00:00 PM,0,0
7/28/2023 11:00:00 PM,0,0
7/29/2023 12:00:00 AM,0,0
7/29/2023 1:00:00 AM,0,0
7/29/2023 2:00:00 AM,0,0
7/29/2023 3:00:00 AM,0,0
7/29/2023 4:00:00 AM,0,0
7/29/2023 5:00:00 AM,0,0
7/29/2023 6:00:00 AM,0,0
7/29/2023 7:00:00 AM,0,0
7/29/2023 8:00:00 AM,0,0
7/29/2023 9:00:00 AM,0,0
7/29/2023 10:00:00 AM,0,0
7/29/2023 11:00:00 AM,0,0
7/29/2023 12:00:00 PM,0,0
7/29/2023 1:00:00 PM,0,0
7/29/2023 2:00:00 PM,0,0
7/29/2023 3:00:00 PM,0,0
7/29/2023 4:00:00 PM,0,0
7/29/2023 5:00:00 PM,0,0
7/29/2023 6:00:00 PM,0,0
7/29/2023 7:00:00 PM,0,0
7/29/2023 8:00:00 PM,0,0
7/29/2023 9:00:00 PM,0,0
7/29/2023 10:00:00 PM,5,0.083333
7/29/2023 11:00:00 PM,3,0.05
7/30/2023 12:00:00 AM,0,0
7/30/2023 1:00:00 AM,3,0.05
7/30/2023 2:00:00 AM,0,0
7/30/2023 3:00:00 AM,1,0.016667
7/30/2023 4:00:00 AM,0,0
7/30/2023 5:00:00 AM,0,0
7/30/2023 6:00:00 AM,2,0.033333
7/30/2023 7:00:00 AM,3,0.05
7/30/2023 8:00:00 AM,0,0
7/30/2023 9:00:00 AM,9,0.15
7/30/2023 10:00:00 AM,9,0.15
7/30/2023 11:00:00 AM,38,0.633333
7/30/2023 12:00:00 PM,27,0.45
7/30/2023 1:00:00 PM,42,0.7
7/30/2023 2:00:00 PM,8,0.133333
7/30/2023 3:00:00 PM,12,0.2
7/30/2023 4:00:00 PM,10,0.166667
7/30/2023 5:00:00 PM,2,0.033333
7/30/2023 6:00:00 PM,16,0.266667
7/30/2023 7:00:00 PM,39,0.65
7/30/2023 8:00:00 PM,24,0.4
7/30/2023 9:00:00 PM,37,0.616667
7/30/2023 10:00:00 PM,5,0.083333
7/30/2023 11:00:00 PM,0,0
7/31/2023 12:00:00 AM,0,0
7/31/2023 1:00:00 AM,0,0
7/31/2023 2:00:00 AM,0,0
7/31/2023 3:00:00 AM,0,0
7/31/2023 4:00:00 AM,0,0
7/31/2023 5:00:00 AM,0,0
7/31/2023 6:00:00 AM,0,0
7/31/2023 7:00:00 AM,11,0.183333
7/31/2023 8:00:00 AM,16,0.266667
7/31/2023 9:00:00 AM,14,0.233333
7/31/2023 10:00:00 AM,16,0.266667
7/31/2023 11:00:00 AM,35,0.583333
7/31/2023 12:00:00 PM,13,0.216667
7/31/2023 1:00:00 PM,27,0.45
7/31/2023 2:00:00 PM,13,0.216667
7/31/2023 3:00:00 PM,16,0.266667
7/31/2023 4:00:00 PM,22,0.366667
7/31/2023 5:00:00 PM,9,0.15
7/31/2023 6:00:00 PM,26,0.433333
7/31/2023 7:00:00 PM,5,0.083333
7/31/2023 8:00:00 PM,27,0.45
7/31/2023 9:00:00 PM,2,0.033333
7/31/2023 10:00:00 PM,0,0
7/31/2023 11:00:00 PM,0,0
8/1/2023 12:00:00 AM,4,0.066667
8/1/2023 1:00:00 AM,1,0.016667
8/1/2023 2:00:00 AM,2,0.033333
8/1/2023 3:00:00 AM,1,0.016667
8/1/2023 4:00:00 AM,0,0
8/1/2023 5:00:00 AM,7,0.116667
8/1/2023 6:00:00 AM,23,0.383333
8/1/2023 7:00:00 AM,29,0.483333
8/1/2023 8:00:00 AM,11,0.183333
8/1/2023 9:00:00 AM,1,0.016667
8/1/2023 10:00:00 AM,1,0.016667
8/1/2023 11:00:00 AM,13,0.216667
8/1/2023 12:00:00 PM,27,0.45
8/1/2023 1:00:00 PM,10,0.166667
8/1/2023 2:00:00 PM,7,0.116667
8/1/2023 3:00:00 PM,6,0.1
