DateTime,SyncDateUTC,Provider,DeviceName
11/30/2021 12:31:28 PM,11/30/2021 12:31:28 PM,Fitbit,Alta HR
12/20/2021 4:34:56 PM,12/20/2021 4:34:56 PM,Fitbit,Alta HR
12/20/2021 4:35:32 PM,12/20/2021 4:35:32 PM,Fitbit,Alta HR
12/20/2021 4:41:02 PM,12/20/2021 4:41:02 PM,Fitbit,Alta HR
12/20/2021 4:41:11 PM,12/20/2021 4:41:11 PM,Fitbit,Alta HR
12/20/2021 8:10:18 PM,12/20/2021 8:10:18 PM,Fitbit,Alta HR
12/20/2021 8:25:52 PM,12/20/2021 8:25:52 PM,Fitbit,Alta HR
12/20/2021 8:41:11 PM,12/20/2021 8:41:11 PM,Fitbit,Alta HR
12/20/2021 8:56:28 PM,12/20/2021 8:56:28 PM,Fitbit,Alta HR
12/20/2021 9:56:34 PM,12/20/2021 9:56:34 PM,Fitbit,Alta HR
12/20/2021 10:56:53 PM,12/20/2021 10:56:53 PM,Fitbit,Alta HR
12/21/2021 12:05:05 AM,12/21/2021 12:05:05 AM,Fitbit,Alta HR
12/21/2021 11:38:48 AM,12/21/2021 11:38:48 AM,Fitbit,Alta HR
12/21/2021 11:38:51 AM,12/21/2021 11:38:51 AM,Fitbit,Alta HR
12/21/2021 11:38:58 AM,12/21/2021 11:38:58 AM,Fitbit,Alta HR
12/21/2021 11:40:12 AM,12/21/2021 11:40:12 AM,Fitbit,Alta HR
12/21/2021 11:40:49 AM,12/21/2021 11:40:49 AM,Fitbit,Alta HR
12/21/2021 11:56:00 AM,12/21/2021 11:56:00 AM,Fitbit,Alta HR
12/21/2021 12:11:15 PM,12/21/2021 12:11:15 PM,Fitbit,Alta HR
12/21/2021 12:26:29 PM,12/21/2021 12:26:29 PM,Fitbit,Alta HR
12/21/2021 12:41:43 PM,12/21/2021 12:41:43 PM,Fitbit,Alta HR
12/21/2021 12:56:57 PM,12/21/2021 12:56:57 PM,Fitbit,Alta HR
12/21/2021 1:12:11 PM,12/21/2021 1:12:11 PM,Fitbit,Alta HR
12/21/2021 1:27:25 PM,12/21/2021 1:27:25 PM,Fitbit,Alta HR
12/21/2021 1:42:38 PM,12/21/2021 1:42:38 PM,Fitbit,Alta HR
12/21/2021 1:57:52 PM,12/21/2021 1:57:52 PM,Fitbit,Alta HR
12/21/2021 2:13:06 PM,12/21/2021 2:13:06 PM,Fitbit,Alta HR
12/21/2021 2:28:20 PM,12/21/2021 2:28:20 PM,Fitbit,Alta HR
12/21/2021 2:43:34 PM,12/21/2021 2:43:34 PM,Fitbit,Alta HR
12/21/2021 2:58:51 PM,12/21/2021 2:58:51 PM,Fitbit,Alta HR
12/21/2021 3:14:09 PM,12/21/2021 3:14:09 PM,Fitbit,Alta HR
12/21/2021 3:29:24 PM,12/21/2021 3:29:24 PM,Fitbit,Alta HR
12/21/2021 3:44:42 PM,12/21/2021 3:44:42 PM,Fitbit,Alta HR
12/21/2021 3:59:58 PM,12/21/2021 3:59:58 PM,Fitbit,Alta HR
12/21/2021 4:15:13 PM,12/21/2021 4:15:13 PM,Fitbit,Alta HR
12/21/2021 4:30:28 PM,12/21/2021 4:30:28 PM,Fitbit,Alta HR
12/21/2021 4:45:42 PM,12/21/2021 4:45:42 PM,Fitbit,Alta HR
12/21/2021 6:58:39 PM,12/21/2021 6:58:39 PM,Fitbit,Alta HR
12/21/2021 7:13:53 PM,12/21/2021 7:13:53 PM,Fitbit,Alta HR
12/21/2021 7:29:10 PM,12/21/2021 7:29:10 PM,Fitbit,Alta HR
12/21/2021 7:44:23 PM,12/21/2021 7:44:23 PM,Fitbit,Alta HR
12/21/2021 7:59:39 PM,12/21/2021 7:59:39 PM,Fitbit,Alta HR
12/21/2021 8:14:55 PM,12/21/2021 8:14:55 PM,Fitbit,Alta HR
12/21/2021 8:30:08 PM,12/21/2021 8:30:08 PM,Fitbit,Alta HR
12/21/2021 8:52:31 PM,12/21/2021 8:52:31 PM,Fitbit,Alta HR
12/21/2021 9:28:11 PM,12/21/2021 9:28:11 PM,Fitbit,Alta HR
12/21/2021 9:28:13 PM,12/21/2021 9:28:13 PM,Fitbit,Alta HR
12/21/2021 9:43:25 PM,12/21/2021 9:43:25 PM,Fitbit,Alta HR
12/21/2021 10:03:38 PM,12/21/2021 10:03:38 PM,Fitbit,Alta HR
12/21/2021 10:03:46 PM,12/21/2021 10:03:46 PM,Fitbit,Alta HR
12/21/2021 10:26:54 PM,12/21/2021 10:26:54 PM,Fitbit,Alta HR
12/22/2021 1:33:36 AM,12/22/2021 1:33:36 AM,Fitbit,Alta HR
12/22/2021 1:48:50 AM,12/22/2021 1:48:50 AM,Fitbit,Alta HR
12/22/2021 2:04:04 AM,12/22/2021 2:04:04 AM,Fitbit,Alta HR
12/22/2021 2:19:18 AM,12/22/2021 2:19:18 AM,Fitbit,Alta HR
12/22/2021 2:34:31 AM,12/22/2021 2:34:31 AM,Fitbit,Alta HR
12/22/2021 2:49:51 AM,12/22/2021 2:49:51 AM,Fitbit,Alta HR
12/22/2021 3:05:11 AM,12/22/2021 3:05:11 AM,Fitbit,Alta HR
12/22/2021 3:20:25 AM,12/22/2021 3:20:25 AM,Fitbit,Alta HR
12/22/2021 3:35:41 AM,12/22/2021 3:35:41 AM,Fitbit,Alta HR
12/22/2021 3:50:54 AM,12/22/2021 3:50:54 AM,Fitbit,Alta HR
12/22/2021 4:06:08 AM,12/22/2021 4:06:08 AM,Fitbit,Alta HR
12/22/2021 4:21:22 AM,12/22/2021 4:21:22 AM,Fitbit,Alta HR
12/22/2021 4:36:36 AM,12/22/2021 4:36:36 AM,Fitbit,Alta HR
12/22/2021 4:51:49 AM,12/22/2021 4:51:49 AM,Fitbit,Alta HR
12/22/2021 5:07:03 AM,12/22/2021 5:07:03 AM,Fitbit,Alta HR
12/22/2021 5:22:17 AM,12/22/2021 5:22:17 AM,Fitbit,Alta HR
12/22/2021 5:37:31 AM,12/22/2021 5:37:31 AM,Fitbit,Alta HR
12/22/2021 5:52:46 AM,12/22/2021 5:52:46 AM,Fitbit,Alta HR
12/22/2021 6:08:00 AM,12/22/2021 6:08:00 AM,Fitbit,Alta HR
12/22/2021 6:23:14 AM,12/22/2021 6:23:14 AM,Fitbit,Alta HR
12/22/2021 6:38:28 AM,12/22/2021 6:38:28 AM,Fitbit,Alta HR
12/22/2021 6:53:42 AM,12/22/2021 6:53:42 AM,Fitbit,Alta HR
12/22/2021 7:08:56 AM,12/22/2021 7:08:56 AM,Fitbit,Alta HR
12/22/2021 7:24:10 AM,12/22/2021 7:24:10 AM,Fitbit,Alta HR
12/22/2021 7:39:24 AM,12/22/2021 7:39:24 AM,Fitbit,Alta HR
12/22/2021 7:54:37 AM,12/22/2021 7:54:37 AM,Fitbit,Alta HR
12/22/2021 8:09:51 AM,12/22/2021 8:09:51 AM,Fitbit,Alta HR
12/22/2021 8:25:05 AM,12/22/2021 8:25:05 AM,Fitbit,Alta HR
12/22/2021 8:40:18 AM,12/22/2021 8:40:18 AM,Fitbit,Alta HR
12/22/2021 8:55:32 AM,12/22/2021 8:55:32 AM,Fitbit,Alta HR
12/22/2021 9:10:46 AM,12/22/2021 9:10:46 AM,Fitbit,Alta HR
12/22/2021 9:26:00 AM,12/22/2021 9:26:00 AM,Fitbit,Alta HR
12/22/2021 9:41:14 AM,12/22/2021 9:41:14 AM,Fitbit,Alta HR
12/22/2021 9:53:04 AM,12/22/2021 9:53:04 AM,Fitbit,Alta HR
12/22/2021 9:55:31 AM,12/22/2021 9:55:31 AM,Fitbit,Alta HR
12/22/2021 1:57:27 PM,12/22/2021 1:57:27 PM,Fitbit,Alta HR
12/22/2021 2:12:44 PM,12/22/2021 2:12:44 PM,Fitbit,Alta HR
12/22/2021 2:34:41 PM,12/22/2021 2:34:41 PM,Fitbit,Alta HR
12/22/2021 11:25:21 PM,12/22/2021 11:25:21 PM,Fitbit,Alta HR
12/22/2021 11:40:35 PM,12/22/2021 11:40:35 PM,Fitbit,Alta HR
12/22/2021 11:56:01 PM,12/22/2021 11:56:01 PM,Fitbit,Alta HR
12/23/2021 12:11:16 AM,12/23/2021 12:11:16 AM,Fitbit,Alta HR
12/23/2021 12:26:30 AM,12/23/2021 12:26:30 AM,Fitbit,Alta HR
12/23/2021 1:11:50 AM,12/23/2021 1:11:50 AM,Fitbit,Alta HR
12/23/2021 1:27:03 AM,12/23/2021 1:27:03 AM,Fitbit,Alta HR
12/23/2021 1:42:27 AM,12/23/2021 1:42:27 AM,Fitbit,Alta HR
12/23/2021 1:57:39 AM,12/23/2021 1:57:39 AM,Fitbit,Alta HR
12/23/2021 2:13:04 AM,12/23/2021 2:13:04 AM,Fitbit,Alta HR
12/23/2021 2:28:18 AM,12/23/2021 2:28:18 AM,Fitbit,Alta HR
12/23/2021 2:43:32 AM,12/23/2021 2:43:32 AM,Fitbit,Alta HR
12/23/2021 2:43:34 AM,12/23/2021 2:43:34 AM,Fitbit,Alta HR
12/23/2021 2:58:48 AM,12/23/2021 2:58:48 AM,Fitbit,Alta HR
12/23/2021 3:14:10 AM,12/23/2021 3:14:10 AM,Fitbit,Alta HR
12/23/2021 3:29:25 AM,12/23/2021 3:29:25 AM,Fitbit,Alta HR
12/23/2021 3:44:50 AM,12/23/2021 3:44:50 AM,Fitbit,Alta HR
12/23/2021 4:00:04 AM,12/23/2021 4:00:04 AM,Fitbit,Alta HR
12/23/2021 4:15:19 AM,12/23/2021 4:15:19 AM,Fitbit,Alta HR
12/23/2021 4:30:33 AM,12/23/2021 4:30:33 AM,Fitbit,Alta HR
12/23/2021 4:45:47 AM,12/23/2021 4:45:47 AM,Fitbit,Alta HR
12/23/2021 5:01:01 AM,12/23/2021 5:01:01 AM,Fitbit,Alta HR
12/23/2021 5:16:15 AM,12/23/2021 5:16:15 AM,Fitbit,Alta HR
12/23/2021 5:31:29 AM,12/23/2021 5:31:29 AM,Fitbit,Alta HR
12/23/2021 5:46:45 AM,12/23/2021 5:46:45 AM,Fitbit,Alta HR
12/23/2021 6:01:58 AM,12/23/2021 6:01:58 AM,Fitbit,Alta HR
12/23/2021 6:17:16 AM,12/23/2021 6:17:16 AM,Fitbit,Alta HR
12/23/2021 6:32:30 AM,12/23/2021 6:32:30 AM,Fitbit,Alta HR
12/23/2021 6:47:48 AM,12/23/2021 6:47:48 AM,Fitbit,Alta HR
12/23/2021 7:03:02 AM,12/23/2021 7:03:02 AM,Fitbit,Alta HR
12/23/2021 7:18:16 AM,12/23/2021 7:18:16 AM,Fitbit,Alta HR
12/23/2021 7:33:30 AM,12/23/2021 7:33:30 AM,Fitbit,Alta HR
12/23/2021 7:48:46 AM,12/23/2021 7:48:46 AM,Fitbit,Alta HR
12/23/2021 8:04:00 AM,12/23/2021 8:04:00 AM,Fitbit,Alta HR
12/23/2021 8:19:16 AM,12/23/2021 8:19:16 AM,Fitbit,Alta HR
12/23/2021 8:34:32 AM,12/23/2021 8:34:32 AM,Fitbit,Alta HR
12/23/2021 8:49:50 AM,12/23/2021 8:49:50 AM,Fitbit,Alta HR
12/23/2021 9:05:03 AM,12/23/2021 9:05:03 AM,Fitbit,Alta HR
12/23/2021 9:20:17 AM,12/23/2021 9:20:17 AM,Fitbit,Alta HR
12/23/2021 9:35:30 AM,12/23/2021 9:35:30 AM,Fitbit,Alta HR
12/23/2021 9:50:49 AM,12/23/2021 9:50:49 AM,Fitbit,Alta HR
12/23/2021 10:06:02 AM,12/23/2021 10:06:02 AM,Fitbit,Alta HR
12/23/2021 10:21:16 AM,12/23/2021 10:21:16 AM,Fitbit,Alta HR
12/23/2021 10:36:31 AM,12/23/2021 10:36:31 AM,Fitbit,Alta HR
12/23/2021 10:51:52 AM,12/23/2021 10:51:52 AM,Fitbit,Alta HR
12/23/2021 11:07:07 AM,12/23/2021 11:07:07 AM,Fitbit,Alta HR
12/23/2021 11:22:21 AM,12/23/2021 11:22:21 AM,Fitbit,Alta HR
12/23/2021 11:37:34 AM,12/23/2021 11:37:34 AM,Fitbit,Alta HR
12/23/2021 11:53:33 AM,12/23/2021 11:53:33 AM,Fitbit,Alta HR
12/23/2021 12:08:46 PM,12/23/2021 12:08:46 PM,Fitbit,Alta HR
12/23/2021 12:24:00 PM,12/23/2021 12:24:00 PM,Fitbit,Alta HR
12/23/2021 12:39:13 PM,12/23/2021 12:39:13 PM,Fitbit,Alta HR
12/23/2021 12:54:27 PM,12/23/2021 12:54:27 PM,Fitbit,Alta HR
12/23/2021 1:09:40 PM,12/23/2021 1:09:40 PM,Fitbit,Alta HR
12/23/2021 1:24:54 PM,12/23/2021 1:24:54 PM,Fitbit,Alta HR
12/23/2021 1:40:08 PM,12/23/2021 1:40:08 PM,Fitbit,Alta HR
12/23/2021 2:15:24 PM,12/23/2021 2:15:24 PM,Fitbit,Alta HR
12/23/2021 2:30:40 PM,12/23/2021 2:30:40 PM,Fitbit,Alta HR
12/23/2021 6:21:59 PM,12/23/2021 6:21:59 PM,Fitbit,Alta HR
12/23/2021 6:53:33 PM,12/23/2021 6:53:33 PM,Fitbit,Alta HR
12/23/2021 7:08:52 PM,12/23/2021 7:08:52 PM,Fitbit,Alta HR
