DateTime,SyncDateUTC,Provider,DeviceName
2/25/2022 9:43:05 PM,2/25/2022 9:43:05 PM,Fitbit,Alta HR
2/25/2022 9:46:30 PM,2/25/2022 9:46:30 PM,Fitbit,Alta HR
2/25/2022 10:51:02 PM,2/25/2022 10:51:02 PM,Fitbit,Alta HR
2/25/2022 10:54:06 PM,2/25/2022 10:54:06 PM,Fitbit,Alta HR
2/26/2022 7:29:47 AM,2/26/2022 7:29:47 AM,Fitbit,Alta HR
2/26/2022 11:14:44 AM,2/26/2022 11:14:44 AM,Fitbit,Alta HR
2/26/2022 11:19:06 AM,2/26/2022 11:19:06 AM,Fitbit,Alta HR
2/26/2022 5:50:10 PM,2/26/2022 5:50:10 PM,Fitbit,Alta HR
2/26/2022 6:04:02 PM,2/26/2022 6:04:02 PM,Fitbit,Alta HR
2/27/2022 10:05:13 AM,2/27/2022 10:05:13 AM,Fitbit,Alta HR
2/27/2022 10:05:56 AM,2/27/2022 10:05:56 AM,Fitbit,Alta HR
2/27/2022 10:06:17 AM,2/27/2022 10:06:17 AM,Fitbit,Alta HR
2/27/2022 5:00:28 PM,2/27/2022 5:00:28 PM,Fitbit,Alta HR
2/27/2022 6:57:49 PM,2/27/2022 6:57:49 PM,Fitbit,Alta HR
2/27/2022 6:58:14 PM,2/27/2022 6:58:14 PM,Fitbit,Alta HR
2/27/2022 6:59:43 PM,2/27/2022 6:59:43 PM,Fitbit,Alta HR
2/27/2022 11:03:02 PM,2/27/2022 11:03:02 PM,Fitbit,Alta HR
2/27/2022 11:03:34 PM,2/27/2022 11:03:34 PM,Fitbit,Alta HR
2/28/2022 4:03:07 PM,2/28/2022 4:03:07 PM,Fitbit,Alta HR
2/28/2022 4:05:33 PM,2/28/2022 4:05:33 PM,Fitbit,Alta HR
2/28/2022 8:28:00 PM,2/28/2022 8:28:00 PM,Fitbit,Alta HR
2/28/2022 8:29:49 PM,2/28/2022 8:29:49 PM,Fitbit,Alta HR
2/28/2022 9:40:25 PM,2/28/2022 9:40:25 PM,Fitbit,Alta HR
2/28/2022 9:41:11 PM,2/28/2022 9:41:11 PM,Fitbit,Alta HR
2/28/2022 9:42:33 PM,2/28/2022 9:42:33 PM,Fitbit,Alta HR
3/1/2022 12:23:26 PM,3/1/2022 12:23:26 PM,Fitbit,Alta HR
3/1/2022 12:24:44 PM,3/1/2022 12:24:44 PM,Fitbit,Alta HR
3/1/2022 2:06:39 PM,3/1/2022 2:06:39 PM,Fitbit,Alta HR
3/1/2022 10:45:29 PM,3/1/2022 10:45:29 PM,Fitbit,Alta HR
3/1/2022 10:46:01 PM,3/1/2022 10:46:01 PM,Fitbit,Alta HR
3/2/2022 2:17:55 PM,3/2/2022 2:17:55 PM,Fitbit,Alta HR
3/2/2022 2:18:33 PM,3/2/2022 2:18:33 PM,Fitbit,Alta HR
3/2/2022 2:35:53 PM,3/2/2022 2:35:53 PM,Fitbit,Alta HR
3/2/2022 9:34:53 PM,3/2/2022 9:34:53 PM,Fitbit,Alta HR
3/2/2022 11:14:07 PM,3/2/2022 11:14:07 PM,Fitbit,Alta HR
3/2/2022 11:14:43 PM,3/2/2022 11:14:43 PM,Fitbit,Alta HR
3/3/2022 10:11:22 AM,3/3/2022 10:11:22 AM,Fitbit,Alta HR
3/3/2022 9:04:47 PM,3/3/2022 9:04:47 PM,Fitbit,Alta HR
3/3/2022 9:47:19 PM,3/3/2022 9:47:19 PM,Fitbit,Alta HR
3/3/2022 10:02:33 PM,3/3/2022 10:02:33 PM,Fitbit,Alta HR
3/4/2022 6:28:46 AM,3/4/2022 6:28:46 AM,Fitbit,Alta HR
3/4/2022 6:44:02 AM,3/4/2022 6:44:02 AM,Fitbit,Alta HR
3/4/2022 12:57:31 PM,3/4/2022 12:57:31 PM,Fitbit,Alta HR
3/4/2022 5:36:42 PM,3/4/2022 5:36:42 PM,Fitbit,Alta HR
3/4/2022 5:43:12 PM,3/4/2022 5:43:12 PM,Fitbit,Alta HR
