ActivityHour,StepTotal
1/26/2023 11:00:00 AM,761
1/26/2023 12:00:00 PM,345
1/26/2023 1:00:00 PM,1040
1/26/2023 2:00:00 PM,439
1/26/2023 3:00:00 PM,186
1/26/2023 4:00:00 PM,572
1/26/2023 5:00:00 PM,748
1/26/2023 6:00:00 PM,1094
1/26/2023 7:00:00 PM,1752
1/26/2023 8:00:00 PM,570
1/26/2023 9:00:00 PM,93
1/26/2023 10:00:00 PM,178
1/26/2023 11:00:00 PM,424
1/27/2023 12:00:00 AM,636
1/27/2023 1:00:00 AM,711
1/27/2023 2:00:00 AM,60
1/27/2023 3:00:00 AM,13
1/27/2023 4:00:00 AM,8
1/27/2023 5:00:00 AM,56
1/27/2023 6:00:00 AM,42
1/27/2023 7:00:00 AM,43
1/27/2023 8:00:00 AM,747
1/27/2023 9:00:00 AM,9
1/27/2023 10:00:00 AM,49
1/27/2023 11:00:00 AM,210
1/27/2023 12:00:00 PM,4361
1/27/2023 1:00:00 PM,442
1/27/2023 2:00:00 PM,1117
1/27/2023 3:00:00 PM,6
1/27/2023 4:00:00 PM,1355
1/27/2023 5:00:00 PM,2678
1/27/2023 6:00:00 PM,1145
1/27/2023 7:00:00 PM,650
1/27/2023 8:00:00 PM,19
1/27/2023 9:00:00 PM,23
1/27/2023 10:00:00 PM,226
1/27/2023 11:00:00 PM,25
1/28/2023 12:00:00 AM,634
1/28/2023 1:00:00 AM,315
1/28/2023 2:00:00 AM,9
1/28/2023 3:00:00 AM,17
1/28/2023 4:00:00 AM,0
1/28/2023 5:00:00 AM,0
1/28/2023 6:00:00 AM,0
1/28/2023 7:00:00 AM,262
1/28/2023 8:00:00 AM,0
1/28/2023 9:00:00 AM,97
1/28/2023 10:00:00 AM,685
1/28/2023 11:00:00 AM,74
1/28/2023 12:00:00 PM,999
1/28/2023 1:00:00 PM,698
1/28/2023 2:00:00 PM,362
1/28/2023 3:00:00 PM,807
1/28/2023 4:00:00 PM,24
1/28/2023 5:00:00 PM,101
1/28/2023 6:00:00 PM,1690
1/28/2023 7:00:00 PM,1321
1/28/2023 8:00:00 PM,371
1/28/2023 9:00:00 PM,313
1/28/2023 10:00:00 PM,174
1/28/2023 11:00:00 PM,261
1/29/2023 12:00:00 AM,794
1/29/2023 1:00:00 AM,68
1/29/2023 2:00:00 AM,0
1/29/2023 3:00:00 AM,0
1/29/2023 4:00:00 AM,0
1/29/2023 5:00:00 AM,46
1/29/2023 6:00:00 AM,10
1/29/2023 7:00:00 AM,0
1/29/2023 8:00:00 AM,17
1/29/2023 9:00:00 AM,376
1/29/2023 10:00:00 AM,311
1/29/2023 11:00:00 AM,26
1/29/2023 12:00:00 PM,329
1/29/2023 1:00:00 PM,295
1/29/2023 2:00:00 PM,632
1/29/2023 3:00:00 PM,290
1/29/2023 4:00:00 PM,129
1/29/2023 5:00:00 PM,178
1/29/2023 6:00:00 PM,27
1/29/2023 7:00:00 PM,1441
1/29/2023 8:00:00 PM,109
1/29/2023 9:00:00 PM,265
1/29/2023 10:00:00 PM,235
1/29/2023 11:00:00 PM,322
1/30/2023 12:00:00 AM,589
1/30/2023 1:00:00 AM,16
1/30/2023 2:00:00 AM,6
1/30/2023 3:00:00 AM,0
1/30/2023 4:00:00 AM,17
1/30/2023 5:00:00 AM,73
1/30/2023 6:00:00 AM,19
1/30/2023 7:00:00 AM,0
1/30/2023 8:00:00 AM,73
1/30/2023 9:00:00 AM,52
1/30/2023 10:00:00 AM,691
1/30/2023 11:00:00 AM,263
1/30/2023 12:00:00 PM,1454
1/30/2023 1:00:00 PM,933
1/30/2023 2:00:00 PM,101
1/30/2023 3:00:00 PM,76
1/30/2023 4:00:00 PM,446
1/30/2023 5:00:00 PM,578
1/30/2023 6:00:00 PM,981
1/30/2023 7:00:00 PM,1761
1/30/2023 8:00:00 PM,78
1/30/2023 9:00:00 PM,158
1/30/2023 10:00:00 PM,166
1/30/2023 11:00:00 PM,335
1/31/2023 12:00:00 AM,651
1/31/2023 1:00:00 AM,307
1/31/2023 2:00:00 AM,0
1/31/2023 3:00:00 AM,0
1/31/2023 4:00:00 AM,0
1/31/2023 5:00:00 AM,0
1/31/2023 6:00:00 AM,250
1/31/2023 7:00:00 AM,0
1/31/2023 8:00:00 AM,673
1/31/2023 9:00:00 AM,103
1/31/2023 10:00:00 AM,74
1/31/2023 11:00:00 AM,519
1/31/2023 12:00:00 PM,787
1/31/2023 1:00:00 PM,240
1/31/2023 2:00:00 PM,756
1/31/2023 3:00:00 PM,678
1/31/2023 4:00:00 PM,70
1/31/2023 5:00:00 PM,130
1/31/2023 6:00:00 PM,1056
1/31/2023 7:00:00 PM,1033
1/31/2023 8:00:00 PM,85
1/31/2023 9:00:00 PM,1522
1/31/2023 10:00:00 PM,78
1/31/2023 11:00:00 PM,609
2/1/2023 12:00:00 AM,191
2/1/2023 1:00:00 AM,0
2/1/2023 2:00:00 AM,67
2/1/2023 3:00:00 AM,0
2/1/2023 4:00:00 AM,39
2/1/2023 5:00:00 AM,0
2/1/2023 6:00:00 AM,0
2/1/2023 7:00:00 AM,90
2/1/2023 8:00:00 AM,674
2/1/2023 9:00:00 AM,0
2/1/2023 10:00:00 AM,0
2/1/2023 11:00:00 AM,0
2/1/2023 12:00:00 PM,15
2/1/2023 1:00:00 PM,267
2/1/2023 2:00:00 PM,903
2/1/2023 3:00:00 PM,345
2/1/2023 4:00:00 PM,91
2/1/2023 5:00:00 PM,79
2/1/2023 6:00:00 PM,1412
2/1/2023 7:00:00 PM,351
2/1/2023 8:00:00 PM,349
2/1/2023 9:00:00 PM,259
2/1/2023 10:00:00 PM,259
2/1/2023 11:00:00 PM,96
2/2/2023 12:00:00 AM,355
2/2/2023 1:00:00 AM,0
2/2/2023 2:00:00 AM,0
2/2/2023 3:00:00 AM,41
2/2/2023 4:00:00 AM,0
2/2/2023 5:00:00 AM,0
2/2/2023 6:00:00 AM,0
2/2/2023 7:00:00 AM,201
2/2/2023 8:00:00 AM,41
2/2/2023 9:00:00 AM,135
2/2/2023 10:00:00 AM,843
2/2/2023 11:00:00 AM,35
2/2/2023 12:00:00 PM,913
2/2/2023 1:00:00 PM,241
2/2/2023 2:00:00 PM,466
2/2/2023 3:00:00 PM,12
2/2/2023 4:00:00 PM,0
2/2/2023 5:00:00 PM,0
2/2/2023 6:00:00 PM,88
2/2/2023 7:00:00 PM,705
2/2/2023 8:00:00 PM,488
2/2/2023 9:00:00 PM,398
2/2/2023 10:00:00 PM,382
2/2/2023 11:00:00 PM,726
2/3/2023 12:00:00 AM,49
2/3/2023 1:00:00 AM,6
2/3/2023 2:00:00 AM,0
2/3/2023 3:00:00 AM,0
2/3/2023 4:00:00 AM,77
2/3/2023 5:00:00 AM,0
2/3/2023 6:00:00 AM,0
2/3/2023 7:00:00 AM,216
2/3/2023 8:00:00 AM,0
2/3/2023 9:00:00 AM,0
2/3/2023 10:00:00 AM,0
2/3/2023 11:00:00 AM,0
2/3/2023 12:00:00 PM,0
2/3/2023 1:00:00 PM,0
2/3/2023 2:00:00 PM,0
2/3/2023 3:00:00 PM,684
2/3/2023 4:00:00 PM,0
2/3/2023 5:00:00 PM,0
2/3/2023 6:00:00 PM,1282
2/3/2023 7:00:00 PM,1479
2/3/2023 8:00:00 PM,203
2/3/2023 9:00:00 PM,155
2/3/2023 10:00:00 PM,861
2/3/2023 11:00:00 PM,878
2/4/2023 12:00:00 AM,241
2/4/2023 1:00:00 AM,15
2/4/2023 2:00:00 AM,30
2/4/2023 3:00:00 AM,116
2/4/2023 4:00:00 AM,102
2/4/2023 5:00:00 AM,74
2/4/2023 6:00:00 AM,82
2/4/2023 7:00:00 AM,0
2/4/2023 8:00:00 AM,0
2/4/2023 9:00:00 AM,312
2/4/2023 10:00:00 AM,715
2/4/2023 11:00:00 AM,16
2/4/2023 12:00:00 PM,28
2/4/2023 1:00:00 PM,718
2/4/2023 2:00:00 PM,327
2/4/2023 3:00:00 PM,126
2/4/2023 4:00:00 PM,94
2/4/2023 5:00:00 PM,294
2/4/2023 6:00:00 PM,510
2/4/2023 7:00:00 PM,713
2/4/2023 8:00:00 PM,500
2/4/2023 9:00:00 PM,336
2/4/2023 10:00:00 PM,723
2/4/2023 11:00:00 PM,1081
2/5/2023 12:00:00 AM,354
2/5/2023 1:00:00 AM,0
2/5/2023 2:00:00 AM,0
2/5/2023 3:00:00 AM,0
2/5/2023 4:00:00 AM,0
2/5/2023 5:00:00 AM,97
2/5/2023 6:00:00 AM,0
2/5/2023 7:00:00 AM,10
2/5/2023 8:00:00 AM,0
2/5/2023 9:00:00 AM,49
2/5/2023 10:00:00 AM,8
2/5/2023 11:00:00 AM,427
2/5/2023 12:00:00 PM,529
2/5/2023 1:00:00 PM,214
2/5/2023 2:00:00 PM,34
2/5/2023 3:00:00 PM,225
2/5/2023 4:00:00 PM,0
2/5/2023 5:00:00 PM,781
2/5/2023 6:00:00 PM,2049
2/5/2023 7:00:00 PM,1408
2/5/2023 8:00:00 PM,253
2/5/2023 9:00:00 PM,719
2/5/2023 10:00:00 PM,177
2/5/2023 11:00:00 PM,396
2/6/2023 12:00:00 AM,643
2/6/2023 1:00:00 AM,24
2/6/2023 2:00:00 AM,0
2/6/2023 3:00:00 AM,7
2/6/2023 4:00:00 AM,0
2/6/2023 5:00:00 AM,0
2/6/2023 6:00:00 AM,46
2/6/2023 7:00:00 AM,0
2/6/2023 8:00:00 AM,0
2/6/2023 9:00:00 AM,269
2/6/2023 10:00:00 AM,1096
2/6/2023 11:00:00 AM,582
2/6/2023 12:00:00 PM,1760
2/6/2023 1:00:00 PM,300
2/6/2023 2:00:00 PM,466
2/6/2023 3:00:00 PM,1690
2/6/2023 4:00:00 PM,452
2/6/2023 5:00:00 PM,989
2/6/2023 6:00:00 PM,850
2/6/2023 7:00:00 PM,803
2/6/2023 8:00:00 PM,438
2/6/2023 9:00:00 PM,762
2/6/2023 10:00:00 PM,1489
2/6/2023 11:00:00 PM,1562
2/7/2023 12:00:00 AM,235
2/7/2023 1:00:00 AM,0
2/7/2023 2:00:00 AM,0
2/7/2023 3:00:00 AM,0
2/7/2023 4:00:00 AM,0
2/7/2023 5:00:00 AM,34
2/7/2023 6:00:00 AM,94
2/7/2023 7:00:00 AM,0
2/7/2023 8:00:00 AM,583
2/7/2023 9:00:00 AM,93
2/7/2023 10:00:00 AM,28
2/7/2023 11:00:00 AM,25
2/7/2023 12:00:00 PM,2027
2/7/2023 1:00:00 PM,60
2/7/2023 2:00:00 PM,1503
2/7/2023 3:00:00 PM,766
2/7/2023 4:00:00 PM,0
2/7/2023 5:00:00 PM,12
2/7/2023 6:00:00 PM,1929
2/7/2023 7:00:00 PM,487
2/7/2023 8:00:00 PM,101
2/7/2023 9:00:00 PM,281
2/7/2023 10:00:00 PM,162
2/7/2023 11:00:00 PM,195
2/8/2023 12:00:00 AM,18
2/8/2023 1:00:00 AM,9
2/8/2023 2:00:00 AM,73
2/8/2023 3:00:00 AM,0
2/8/2023 4:00:00 AM,0
2/8/2023 5:00:00 AM,25
2/8/2023 6:00:00 AM,138
2/8/2023 7:00:00 AM,0
2/8/2023 8:00:00 AM,809
2/8/2023 9:00:00 AM,22
2/8/2023 10:00:00 AM,13
2/8/2023 11:00:00 AM,32
2/8/2023 12:00:00 PM,181
2/8/2023 1:00:00 PM,622
2/8/2023 2:00:00 PM,1327
2/8/2023 3:00:00 PM,724
2/8/2023 4:00:00 PM,219
2/8/2023 5:00:00 PM,1383
2/8/2023 6:00:00 PM,798
2/8/2023 7:00:00 PM,2931
2/8/2023 8:00:00 PM,272
2/8/2023 9:00:00 PM,557
2/8/2023 10:00:00 PM,310
2/8/2023 11:00:00 PM,156
2/9/2023 12:00:00 AM,617
2/9/2023 1:00:00 AM,37
2/9/2023 2:00:00 AM,0
2/9/2023 3:00:00 AM,58
2/9/2023 4:00:00 AM,0
2/9/2023 5:00:00 AM,0
2/9/2023 6:00:00 AM,0
2/9/2023 7:00:00 AM,0
2/9/2023 8:00:00 AM,0
2/9/2023 9:00:00 AM,1042
2/9/2023 10:00:00 AM,3367
2/9/2023 11:00:00 AM,1309
2/9/2023 12:00:00 PM,39
2/9/2023 1:00:00 PM,531
2/9/2023 2:00:00 PM,1423
2/9/2023 3:00:00 PM,1469
2/9/2023 4:00:00 PM,457
2/9/2023 5:00:00 PM,295
2/9/2023 6:00:00 PM,1044
2/9/2023 7:00:00 PM,4265
2/9/2023 8:00:00 PM,63
2/9/2023 9:00:00 PM,770
2/9/2023 10:00:00 PM,255
2/9/2023 11:00:00 PM,845
2/10/2023 12:00:00 AM,462
2/10/2023 1:00:00 AM,0
2/10/2023 2:00:00 AM,0
2/10/2023 3:00:00 AM,0
2/10/2023 4:00:00 AM,70
2/10/2023 5:00:00 AM,0
2/10/2023 6:00:00 AM,0
2/10/2023 7:00:00 AM,0
2/10/2023 8:00:00 AM,113
2/10/2023 9:00:00 AM,280
2/10/2023 10:00:00 AM,660
2/10/2023 11:00:00 AM,707
2/10/2023 12:00:00 PM,1174
2/10/2023 1:00:00 PM,779
2/10/2023 2:00:00 PM,1123
2/10/2023 3:00:00 PM,1065
2/10/2023 4:00:00 PM,54
2/10/2023 5:00:00 PM,93
2/10/2023 6:00:00 PM,1511
2/10/2023 7:00:00 PM,535
2/10/2023 8:00:00 PM,421
2/10/2023 9:00:00 PM,38
2/10/2023 10:00:00 PM,385
2/10/2023 11:00:00 PM,394
2/11/2023 12:00:00 AM,310
2/11/2023 1:00:00 AM,0
2/11/2023 2:00:00 AM,0
2/11/2023 3:00:00 AM,9
2/11/2023 4:00:00 AM,57
2/11/2023 5:00:00 AM,0
2/11/2023 6:00:00 AM,0
2/11/2023 7:00:00 AM,0
2/11/2023 8:00:00 AM,18
2/11/2023 9:00:00 AM,35
2/11/2023 10:00:00 AM,736
2/11/2023 11:00:00 AM,0
2/11/2023 12:00:00 PM,42
2/11/2023 1:00:00 PM,0
2/11/2023 2:00:00 PM,2172
2/11/2023 3:00:00 PM,462
2/11/2023 4:00:00 PM,0
2/11/2023 5:00:00 PM,0
2/11/2023 6:00:00 PM,192
2/11/2023 7:00:00 PM,697
2/11/2023 8:00:00 PM,146
2/11/2023 9:00:00 PM,468
2/11/2023 10:00:00 PM,288
2/11/2023 11:00:00 PM,150
2/12/2023 12:00:00 AM,277
2/12/2023 1:00:00 AM,1089
2/12/2023 2:00:00 AM,55
2/12/2023 3:00:00 AM,65
2/12/2023 4:00:00 AM,95
2/12/2023 5:00:00 AM,73
2/12/2023 6:00:00 AM,40
2/12/2023 7:00:00 AM,15
2/12/2023 8:00:00 AM,32
2/12/2023 9:00:00 AM,0
2/12/2023 10:00:00 AM,0
2/12/2023 11:00:00 AM,358
2/12/2023 12:00:00 PM,575
2/12/2023 1:00:00 PM,179
2/12/2023 2:00:00 PM,210
2/12/2023 3:00:00 PM,0
2/12/2023 4:00:00 PM,346
2/12/2023 5:00:00 PM,1548
2/12/2023 6:00:00 PM,418
2/12/2023 7:00:00 PM,499
2/12/2023 8:00:00 PM,56
2/12/2023 9:00:00 PM,271
2/12/2023 10:00:00 PM,175
2/12/2023 11:00:00 PM,280
2/13/2023 12:00:00 AM,11
2/13/2023 1:00:00 AM,0
2/13/2023 2:00:00 AM,0
2/13/2023 3:00:00 AM,0
2/13/2023 4:00:00 AM,0
2/13/2023 5:00:00 AM,0
2/13/2023 6:00:00 AM,0
2/13/2023 7:00:00 AM,0
2/13/2023 8:00:00 AM,0
2/13/2023 9:00:00 AM,0
2/13/2023 10:00:00 AM,978
2/13/2023 11:00:00 AM,25
2/13/2023 12:00:00 PM,5
2/13/2023 1:00:00 PM,0
2/13/2023 2:00:00 PM,0
2/13/2023 3:00:00 PM,0
2/13/2023 4:00:00 PM,0
2/13/2023 5:00:00 PM,0
2/13/2023 6:00:00 PM,0
2/13/2023 7:00:00 PM,0
2/13/2023 8:00:00 PM,422
2/13/2023 9:00:00 PM,375
2/13/2023 10:00:00 PM,194
2/13/2023 11:00:00 PM,264
2/14/2023 12:00:00 AM,191
2/14/2023 1:00:00 AM,6
2/14/2023 2:00:00 AM,15
2/14/2023 3:00:00 AM,0
2/14/2023 4:00:00 AM,0
2/14/2023 5:00:00 AM,0
2/14/2023 6:00:00 AM,0
2/14/2023 7:00:00 AM,0
2/14/2023 8:00:00 AM,680
2/14/2023 9:00:00 AM,0
2/14/2023 10:00:00 AM,55
2/14/2023 11:00:00 AM,1136
2/14/2023 12:00:00 PM,58
2/14/2023 1:00:00 PM,261
2/14/2023 2:00:00 PM,563
2/14/2023 3:00:00 PM,609
2/14/2023 4:00:00 PM,14
2/14/2023 5:00:00 PM,15
2/14/2023 6:00:00 PM,1047
2/14/2023 7:00:00 PM,432
2/14/2023 8:00:00 PM,113
2/14/2023 9:00:00 PM,89
2/14/2023 10:00:00 PM,213
2/14/2023 11:00:00 PM,809
2/15/2023 12:00:00 AM,283
2/15/2023 1:00:00 AM,0
2/15/2023 2:00:00 AM,0
2/15/2023 3:00:00 AM,35
2/15/2023 4:00:00 AM,0
2/15/2023 5:00:00 AM,0
2/15/2023 6:00:00 AM,0
2/15/2023 7:00:00 AM,12
2/15/2023 8:00:00 AM,0
2/15/2023 9:00:00 AM,111
2/15/2023 10:00:00 AM,56
2/15/2023 11:00:00 AM,25
2/15/2023 12:00:00 PM,207
2/15/2023 1:00:00 PM,14
2/15/2023 2:00:00 PM,36
2/15/2023 3:00:00 PM,24
2/15/2023 4:00:00 PM,49
2/15/2023 5:00:00 PM,73
2/15/2023 6:00:00 PM,110
2/15/2023 7:00:00 PM,165
2/15/2023 8:00:00 PM,53
2/15/2023 9:00:00 PM,129
2/15/2023 10:00:00 PM,149
2/15/2023 11:00:00 PM,39
2/16/2023 12:00:00 AM,86
2/16/2023 1:00:00 AM,0
2/16/2023 2:00:00 AM,62
2/16/2023 3:00:00 AM,0
2/16/2023 4:00:00 AM,0
2/16/2023 5:00:00 AM,0
2/16/2023 6:00:00 AM,0
2/16/2023 7:00:00 AM,0
2/16/2023 8:00:00 AM,0
2/16/2023 9:00:00 AM,205
2/16/2023 10:00:00 AM,44
2/16/2023 11:00:00 AM,80
2/16/2023 12:00:00 PM,139
2/16/2023 1:00:00 PM,28
2/16/2023 2:00:00 PM,112
2/16/2023 3:00:00 PM,32
2/16/2023 4:00:00 PM,123
2/16/2023 5:00:00 PM,8
2/16/2023 6:00:00 PM,80
2/16/2023 7:00:00 PM,231
2/16/2023 8:00:00 PM,22
2/16/2023 9:00:00 PM,203
2/16/2023 10:00:00 PM,354
2/16/2023 11:00:00 PM,99
2/17/2023 12:00:00 AM,313
2/17/2023 1:00:00 AM,234
2/17/2023 2:00:00 AM,7
2/17/2023 3:00:00 AM,103
2/17/2023 4:00:00 AM,0
2/17/2023 5:00:00 AM,0
2/17/2023 6:00:00 AM,0
2/17/2023 7:00:00 AM,35
2/17/2023 8:00:00 AM,8
2/17/2023 9:00:00 AM,230
2/17/2023 10:00:00 AM,160
2/17/2023 11:00:00 AM,717
2/17/2023 12:00:00 PM,99
2/17/2023 1:00:00 PM,138
2/17/2023 2:00:00 PM,0
2/17/2023 3:00:00 PM,184
2/17/2023 4:00:00 PM,127
2/17/2023 5:00:00 PM,195
2/17/2023 6:00:00 PM,178
2/17/2023 7:00:00 PM,256
2/17/2023 8:00:00 PM,339
2/17/2023 9:00:00 PM,179
2/17/2023 10:00:00 PM,62
2/17/2023 11:00:00 PM,299
2/18/2023 12:00:00 AM,322
2/18/2023 1:00:00 AM,92
2/18/2023 2:00:00 AM,573
2/18/2023 3:00:00 AM,20
2/18/2023 4:00:00 AM,41
2/18/2023 5:00:00 AM,0
2/18/2023 6:00:00 AM,0
2/18/2023 7:00:00 AM,45
2/18/2023 8:00:00 AM,6
2/18/2023 9:00:00 AM,7
2/18/2023 10:00:00 AM,79
2/18/2023 11:00:00 AM,104
2/18/2023 12:00:00 PM,1202
2/18/2023 1:00:00 PM,930
2/18/2023 2:00:00 PM,987
2/18/2023 3:00:00 PM,134
2/18/2023 4:00:00 PM,2470
2/18/2023 5:00:00 PM,2256
2/18/2023 6:00:00 PM,1805
2/18/2023 7:00:00 PM,628
2/18/2023 8:00:00 PM,62
2/18/2023 9:00:00 PM,232
2/18/2023 10:00:00 PM,103
2/18/2023 11:00:00 PM,566
2/19/2023 12:00:00 AM,678
2/19/2023 1:00:00 AM,72
2/19/2023 2:00:00 AM,192
2/19/2023 3:00:00 AM,0
2/19/2023 4:00:00 AM,0
2/19/2023 5:00:00 AM,13
2/19/2023 6:00:00 AM,0
2/19/2023 7:00:00 AM,0
2/19/2023 8:00:00 AM,134
2/19/2023 9:00:00 AM,15
2/19/2023 10:00:00 AM,0
2/19/2023 11:00:00 AM,0
2/19/2023 12:00:00 PM,156
2/19/2023 1:00:00 PM,0
2/19/2023 2:00:00 PM,385
2/19/2023 3:00:00 PM,222
2/19/2023 4:00:00 PM,370
2/19/2023 5:00:00 PM,541
2/19/2023 6:00:00 PM,300
2/19/2023 7:00:00 PM,1424
2/19/2023 8:00:00 PM,1083
2/19/2023 9:00:00 PM,117
2/19/2023 10:00:00 PM,320
2/19/2023 11:00:00 PM,263
2/20/2023 12:00:00 AM,759
2/20/2023 1:00:00 AM,0
2/20/2023 2:00:00 AM,0
2/20/2023 3:00:00 AM,26
